seriali	wti_adY12	wti_chY12	wtn_adY12	wtn_chY12	wti_adY1216	wti_adultY1	wti_childY1	wtn_adultY1	wtn_childY1	wti_adY1_16	wti_adultY2	wti_childY2	wtn_adultY2	wtn_childY2	wti_adY2_16	wti_adY123	wti_chY123	wtn_adY123	wtn_chY123	wti_adY12316	wtb_adY123	wtb_chy123
10104011	.46751489380793	0	.43822299735818	0	.4677	.498066535785956	0	.567854200763156	0	.5087798	0	0	0	0	0	.455244886174546	0	.440322771072774	0	.459407	.425635615296791	0
10104022	0	.504328609705051	0	.613854119056626	0	0	.538417889662382	0	.723002750699385	0	0	0	0	0	0	0	.503340588166887	0	.636755525411569	0	0	0
10104071	1.50672142983521	0	1.3448696517346	0	1.494885	1.81229841393755	0	2.20603065746157	0	1.838131	0	0	0	0	0	1.80230080791197	0	1.61800917013177	0	1.821173	0	0
10104092	0	.552671295701351	0	.599414415830704	0	0	.634006836184836	0	.718963227861225	0	0	0	0	0	0	0	.543870201793555	0	.628727196886317	0	0	0
10104122	0	.605504096595591	0	.594096858582777	0	0	.814658719134843	0	.973228453831116	0	0	0	0	0	0	0	.59343857006617	0	.581955519732949	0	0	0
10104242	0	1.21100784973298	0	0	0	0	1.62931743826969	0	0	0	0	0	0	0	0	0	1.18687714013234	0	0	0	0	0
10104261	.363358396857787	0	0	0	.4286585	.422418672114903	0	0	0	.4529785	0	0	0	0	0	.411587461513392	0	0	0	.4669081	0	0
10104262	0	.605504096595591	0	0	0	0	.814658719134843	0	0	0	0	0	0	0	0	0	.59343857006617	0	0	0	0	0
10105011	1.24169314143072	0	1.11871986234667	0	1.347245	1.43623286154105	0	1.38035744964607	0	1.423427	0	0	0	0	0	1.06593683777853	0	1.07667008746188	0	1.188149	0	0
10105012	0	.497526420077091	0	.508504942178823	0	0	.526429349907192	0	.479472428390957	0	0	0	0	0	0	0	.475298461699561	0	.482363225363121	0	0	0
10105071	1.39506822971524	0	0	0	1.347245	1.4785280538585	0	0	0	1.423427	0	0	0	0	0	1.29965010559355	0	0	0	1.188149	0	0
10105072	0	.481241263714704	0	0	0	0	.52536432127922	0	0	0	0	0	0	0	0	0	.50188458067175	0	0	0	0	0
10105111	1.246613169315	0	1.09786202751458	0	1.206936	1.35682256407268	0	1.32431968131398	0	1.309694	0	0	0	0	0	1.33543640643166	0	1.1725956186696	0	1.336903	0	0
10105151	1.24460202685759	0	1.12977246600692	0	.9197049	1.15862129755152	0	.882007803155983	0	.9592976	0	0	0	0	0	1.13510674418313	0	1.06036964837419	0	.9350533	0	0
10105152	0	1.10819277926575	0	1.06686513625889	0	0	1.12004642602652	0	1.08954972540313	0	0	0	0	0	0	0	1.08468714061651	0	1.0885729172513	0	0	0
10105222	0	.426138633448902	0	.4492462970153	0	0	.469171839139215	0	.519684347720417	0	0	0	0	0	0	0	.459924877748266	0	.498255043645695	0	0	0
10105251	1.39506822971524	0	1.4128234993437	0	1.347245	1.4785280538585	0	1.31461863481419	0	1.423427	0	0	0	0	0	1.29965010559355	0	1.46197591496696	0	1.188149	0	0
10105261	.415537794918691	0	.350262944506944	0	.402312	.452274149533463	0	.454325973342471	0	.4365647	0	0	0	0	0	.445145468810554	0	.372180738295244	0	.4456343	.418459724054295	0
10105272	0	.995052496695984	0	0	0	0	1.05285915671212	0	0	0	0	0	0	0	0	0	.950596923399122	0	0	0	0	0
10106132	0	.375067172062845	0	0	0	0	.310299677406794	0	0	0	0	0	0	0	0	0	.417170019381564	0	0	0	0	0
10106161	1.22125187656719	0	1.16134437155029	0	1.198774	1.20236797662073	0	1.15686608975772	0	1.20713	0	0	0	0	0	1.18860634365554	0	1.18541269661842	0	1.079645	0	0
10106162	0	.430169802328647	0	.453066058123383	0	0	.366492022477478	0	.304151970589021	0	0	0	0	0	0	0	.459129722305048	0	.47870293515275	0	0	0
10106181	.493881434622824	0	.415986419042555	0	.5006519	.49634969369964	0	.418691230390781	0	.4904321	0	0	0	0	0	.528773590119203	0	.466340198901541	0	.5356327	0	0
10106242	0	.483002517358338	0	.549499656680613	0	0	.54714372266839	0	.578723663769862	0	0	0	0	0	0	0	.508698214588181	0	.542299414234474	0	0	0
10106251	.533938394141333	0	0	0	.5993868	.583986583901084	0	0	0	.6035652	0	0	0	0	0	.477446537920257	0	0	0	.5398223	0	0
10106261	1.06787678828267	0	0	0	1.198774	1.16797339874676	0	0	0	1.20713	0	0	0	0	0	.954893075840514	0	0	0	1.079645	0	0
10106262	0	.446454958691035	0	0	0	0	.367557416623641	0	0	0	0	0	0	0	0	0	.432543603332859	0	0	0	0	0
10107011	1.18843912327581	0	1.12256922809329	0	1.16105	1.10089126994004	0	1.1997562712819	0	1.129921	0	0	0	0	0	1.10357522271	0	1.0892667259788	0	1.114464	.967770739798543	0
10107022	0	.707785948209135	0	.804588578999672	0	0	.832985801213436	0	.992854200399799	0	0	0	0	0	0	0	.685863609340995	0	.896448512828227	0	0	.447593727777649
10107062	0	1.31606226765664	0	1.26759766786494	0	0	1.31326756575709	0	1.30446118735521	0	0	0	0	0	0	0	1.32799639753642	0	1.35210228124568	0	0	.727164372770472
10107071	1.50542533631365	0	1.56727357485717	0	1.45183	1.35624866676511	0	1.69064032215439	0	1.398225	0	0	0	0	0	1.61544212219924	0	1.82535626515156	0	1.628522	0	0
10107102	0	.707785948209135	0	.641561048798578	0	0	.832985801213436	0	.750806982796996	0	0	0	0	0	0	0	.685863609340995	0	.668204569523463	0	0	.33583446825684
10107111	1.50542533631365	0	1.37826461507007	0	1.45183	1.35624866676511	0	1.32771425487583	0	1.398225	0	0	0	0	0	1.61544212219924	0	1.53771044855705	0	1.628522	0	0
10107242	0	.561256119245822	0	.53691216583601	0	0	.644489440994597	0	.597183380750131	0	0	0	0	0	0	0	.547493541116689	0	.610995876251983	0	0	.399764008873042
10107251	3.13521920513463	0	2.59856881080294	0	2.747405	2.95580785220496	0	3.36563777288729	0	2.893217	0	0	0	0	0	2.97264106173332	0	3.1356173543304	0	2.777777	3.46988651095677	0
10107261	.792970311038919	0	.740657772127702	0	.7802147	.78352594338002	0	.668647756810745	0	.7924096	0	0	0	0	0	.832194295387282	0	.805790907994916	0	.8400728	0	0
10108071	.459860918651612	0	0	0	.4711826	.521342863708285	0	0	0	.5288165	0	0	0	0	0	.485291190052041	0	0	0	.4945933	0	0
10108102	0	.770479262262875	0	.690074563305299	0	0	.909548612117701	0	.865444146687292	0	0	0	0	0	0	0	.749327604208032	0	.68338788356039	0	0	0
10108122	0	.917939261893188	0	.872795971535279	0	0	1.27541130365045	0	1.21524169909993	0	0	0	0	0	0	0	.967521258881521	0	.964079004877432	0	0	0
10108172	0	1.48756554330921	0	1.35600731161494	0	0	2.20841156287949	0	2.11553225961759	0	0	0	0	0	0	0	1.52294713280005	0	1.38973920635464	0	0	1.47628241713085
10108211	.807190283910751	0	0	0	.6240571	.770598242561246	0	0	0	.6799656	0	0	0	0	0	.742174350649647	0	0	0	.6220669	0	0
10108212	0	.299934574828189	0	0	0	0	.394206708246229	0	0	0	0	0	0	0	0	0	.319717965727182	0	0	0	0	0
10109011	.714527783880266	0	.746380722972237	0	.7373961	.810058936446308	0	.84805713510057	0	.8423061	0	0	0	0	0	.744844877150502	0	.767981480418571	0	.7592931	0	0
10109071	1.25734945996549	0	1.18856848392387	0	1.42487	1.48424162302927	0	1.67429193609278	0	1.58224	0	0	0	0	0	1.07790827086224	0	1.0669419489919	0	1.221003	1.07508021959133	0
10109072	0	1.53546937559194	0	1.68646236164212	0	0	1.39255942685221	0	1.78631663342398	0	0	0	0	0	0	0	1.28454435203594	0	1.26856097286782	0	0	0
10109082	0	1.82505701458653	0	2.08251988423883	0	0	2.03689580710448	0	2.38854278250033	0	0	0	0	0	0	0	1.54925968456892	0	1.68468339907445	0	0	1.10754233279159
10109111	1.03768444481554	0	0	0	1.079842	1.08441960890664	0	0	0	1.173828	0	0	0	0	0	.841117435364251	0	0	0	.862136	0	0
10109251	.823241075058215	0	.808056471338072	0	.9973301	.965302546091955	0	.788606736964281	0	1.118111	0	0	0	0	0	.841560602619145	0	.82891010316633	0	.9679067	.870093116597605	0
10109252	0	1.53546937559194	0	1.68646236164212	0	0	1.39255942685221	0	1.78631663342398	0	0	0	0	0	0	0	1.28454435203594	0	1.26856097286782	0	0	0
10110011	.63012917269618	0	.79573970708457	0	.498665	.598675237222974	0	.64048107569512	0	.5590557	0	0	0	0	0	.573539088633423	0	.685581731803231	0	.4839533	.956391189006291	0
10110012	0	1.53546937559194	0	2.01888325268251	0	0	1.39255942685221	0	1.76768740865225	0	0	0	0	0	0	0	1.28454435203594	0	1.50438343523879	0	0	0
10110071	1.41072454825001	0	2.29008004984013	0	1.42487	1.52795135096398	0	2.01619965648334	0	1.58224	0	0	0	0	0	1.31162153867727	0	2.03180139356011	0	1.221003	2.83246965327755	0
10110142	0	.694879733606902	0	0	0	0	.661620821692065	0	0	0	0	0	0	0	0	0	.601813124376204	0	0	0	0	0
10110181	1.55652666722331	0	0	0	1.619763	1.62662935562381	0	0	0	1.760741	0	0	0	0	0	1.26167630876221	0	0	0	1.293204	0	0
10110222	0	1.53199701320171	0	1.70627775005772	0	0	1.6599030866668	0	1.94562564711498	0	0	0	0	0	0	0	1.27252029218341	0	1.37903224785051	0	0	0
10110261	.846731908372152	0	.971257713227533	0	.8822492	.934784373170748	0	1.03263121525719	0	1.031943	0	0	0	0	0	.902262370704824	0	.943670778499565	0	.9241219	0	0
10201111	1.49663727932597	0	1.61753993158717	0	1.464153	1.72469766656453	0	1.9969367286687	0	1.677787	0	0	0	0	0	1.24328066335667	0	1.50131517826354	0	1.24514	1.60488633886333	0
10201112	0	2.5965405486228	0	2.39228401425313	2.281252	0	2.82335799611576	0	2.40876941472641	2.04822	0	0	0	0	0	0	2.61134404807094	0	2.52208135333838	1.915758	0	0
10201132	0	.432898577718404	0	.363666925737758	0	0	.429775191997672	0	.316748487377283	0	0	0	0	0	0	0	.461354967045083	0	.395394896315753	0	0	0
10201142	0	.481241263714704	0	.541284963406884	0	0	.52536432127922	0	.498877354788723	0	0	0	0	0	0	0	.50188458067175	0	.626401590300917	0	0	0
10201161	.403792378261723	0	.393851710295107	0	.4598525	.467039591931717	0	.432571548321192	0	.4796488	0	0	0	0	0	.414794584767714	0	.405737473438247	0	.4675267	.441420917209834	0
10201162	0	.995052496695984	0	.945736357836765	0	0	1.05285915671212	0	.839641097388612	0	0	0	0	0	0	0	.950596923399122	0	.897734141796917	0	0	0
10201211	.630410538743247	0	.64246202805734	0	.6215801	.761747522072144	0	.668113820512564	0	.7414796	0	0	0	0	0	.586688044830812	0	.638356125880237	0	.590099	0	0
10201222	0	1.10819277926575	0	1.06686513625889	0	0	1.12004642602652	0	1.08954972540313	0	0	0	0	0	0	0	1.08468714061651	0	1.0885729172513	0	0	0
10201242	0	.865797155436807	0	0	0	0	.859550292615796	0	0	0	0	0	0	0	0	0	.922710058100684	0	0	0	0	0
10202011	1.24460202685759	0	1.35107603480187	0	1.096375	1.15862129755152	0	1.26857962078259	0	1.091112	0	0	0	0	0	1.13510674418313	0	1.16394807475936	0	1.068157	0	0
10202042	0	2.096669768745	0	2.06599578527102	0	0	2.64657420941818	0	2.38230532042889	0	0	0	0	0	0	0	2.02410463980312	0	2.23213714388895	0	0	0
10202082	0	.962482355700308	0	1.04500771653353	0	0	1.0507281856607	0	.988646231405619	0	0	0	0	0	0	0	1.0037691613435	0	1.20607252410517	0	0	0
10202111	1.39506822971524	0	1.4128234993437	0	1.347245	1.4785280538585	0	1.31461863481419	0	1.423427	0	0	0	0	0	1.29965010559355	0	1.46197591496696	0	1.188149	0	0
10202181	1.39506822971524	0	1.34693312170759	0	1.21044	1.4785280538585	0	1.38566246172781	0	1.387588	0	0	0	0	0	1.29965010559355	0	1.429010812314	0	1.194476	0	0
10202182	0	.426138633448902	0	.415455769138778	0	0	.469171839139215	0	.466520476058354	0	0	0	0	0	0	0	.459924877748266	0	.456814728616125	0	0	0
10202251	.630410538743247	0	.64246202805734	0	.6215801	.761747522072144	0	.700983316007736	0	.7414796	0	0	0	0	0	.586688044830812	0	.602594067274149	0	.590099	.656735564930587	0
10202261	1.16157900695262	0	1.03651421766262	0	1.149775	1.22070266766628	0	1.12420014536534	0	1.19716	0	0	0	0	0	1.16859094217642	0	1.08143195084857	0	1.17977	0	0
10203161	1.20787643271871	0	1.04855340771675	0	1.363626	1.43285645162688	0	1.10105556584155	0	1.484077	0	0	0	0	0	1.0440917752857	0	.967800185567014	0	1.186196	.983485576724693	0
10203162	0	1.15571880752976	0	1.05129538643649	0	0	1.36432268972768	0	1.00341782687741	0	0	0	0	0	0	0	1.12399153032257	0	1.04552296677571	0	0	0
10204102	0	.576123308434312	0	.524421948982071	0	0	.815833403220006	0	.579359937275163	0	0	0	0	0	0	0	.555983301198206	0	.553157411930777	0	0	.510518819565791
10204111	.522914920534688	0	.442159889437779	0	.5332963	.479831728275825	0	.361460781192032	0	.4944742	0	0	0	0	0	.551346156974245	0	.510671753315522	0	.5614399	0	0
10204151	1.21078531814559	0	0	0	.9360857	1.15589730610572	0	0	0	1.019948	0	0	0	0	0	1.1132616816903	0	0	0	.9331004	0	0
10204152	0	1.51501300526924	0	0	0	0	1.94250713094053	0	0	0	0	0	0	0	0	0	1.56460970652174	0	0	0	0	0
10204161	1.21078531814559	0	0	0	1.112756	1.15589730610572	0	0	0	1.151762	0	0	0	0	0	1.1132616816903	0	0	0	1.066204	0	0
10204162	0	1.01000924260982	0	0	0	0	1.2950049062596	0	0	0	0	0	0	0	0	0	1.04307342703903	0	0	0	0	0
10204261	.605392659072794	0	.583549797337014	0	.5563781	.577948653052861	0	.466591358572922	0	.5758812	0	0	0	0	0	.556630840845151	0	.520240079004525	0	.5331022	0	0
10205071	.355171205034937	0	.30019820802628	0	.357532	.416466768126668	0	.325266382806715	0	.4249735	0	0	0	0	0	.387763250809144	0	.336303233537782	0	.3901457	0	0
10205102	0	.863757872381215	0	.894068170965692	0	0	.964425685669148	0	.85058195832487	0	0	0	0	0	0	0	.842595418965094	0	.895047288783174	0	0	.499880727690026
10205111	.814167989525151	0	.774229744024838	0	.7991824	.801579112969665	0	.771244470874893	0	.8047536	0	0	0	0	0	.792404229103693	0	.790275131078945	0	.719763	0	0
10205112	0	.254551382266715	0	.228304420615521	0	0	.180602081096532	0	.129539411296543	0	0	0	0	0	0	0	.279066821792599	0	.249747368520147	0	0	0
10205151	.407083887042037	0	0	0	.3539894	.400789556484833	0	0	0	.3904307	0	0	0	0	0	.396202114551847	0	0	0	.3619904	0	0
10205152	0	.398709203044312	0	0	.3307182	0	.364644967680636	0	0	.2692713	0	0	0	0	0	0	.406720769100689	0	0	.2831248	0	0
10205161	.413194226878879	0	0	0	.4162318	.424965413587442	0	0	0	.4365009	0	0	0	0	0	.455558186426425	0	0	0	.459076	0	0
10205181	.842081397275682	0	.73163408428292	0	.8493164	.895644807738878	0	.842560638770691	0	.8546042	0	0	0	0	0	.805861191214708	0	.71003982358737	0	.8115464	.730857696713633	0
10205222	0	.595273249633196	0	.588664621802304	0	0	.490076738257283	0	.418472979446149	0	0	0	0	0	0	0	.576724804443812	0	.526815534095472	0	0	0
10205251	.280693870905587	0	0	0	.2831055	.298548307737058	0	0	0	.2848681	0	0	0	0	0	.268620334785237	0	0	0	.2705155	0	0
10206011	.666265750929484	0	0	0	.6673895	.708967560814993	0	0	0	.7362291	0	0	0	0	0	.73565172592266	0	0	0	.7422478	0	0
10206181	.375103813514755	0	0	0	.3711181	.409063954748161	0	0	0	.4098944	0	0	0	0	0	.441938345556232	0	0	0	.4450157	0	0
10206211	.363358396857787	0	.441380464997743	0	.4286585	.422418672114903	0	.587848186194901	0	.4529785	0	0	0	0	0	.411587461513392	0	.442998938296095	0	.4669081	0	0
10206242	0	1.0086568759519	0	.920345284703073	0	0	1.07683577932476	0	1.15810341823985	0	0	0	0	0	0	0	1.00668117633377	0	.961776555114362	0	0	0
10206261	1.16373406404972	0	0	0	1.033988	1.04792678395502	0	0	0	1.037771	0	0	0	0	0	1.12869218624282	0	0	0	1.06692	0	0
10206272	0	.497568751300098	0	.660975781344463	0	0	.57781435404483	0	.848486289972038	0	0	0	0	0	0	0	.501910498870071	0	.62474450699853	0	0	0
10207071	1.38175871083644	0	0	0	1.385305	1.26789504002682	0	0	0	1.338128	0	0	0	0	0	1.26533531935796	0	0	0	1.263585	0	0
10207112	0	1.23025954042327	0	1.0703298243126	0	0	1.059413354768	0	1.05995663759401	0	0	0	0	0	0	0	1.15758312748297	0	1.02477445396827	0	0	0
10207222	0	2.43347947549764	0	2.58977583100477	0	0	2.27641348086127	0	2.50574344209274	0	0	0	0	0	0	0	2.30944540173659	0	2.4180977693137	0	0	0
10208011	.595403087196527	0	0	0	.593856	.546471598191596	0	0	0	.5981216	0	0	0	0	0	.663240127349265	0	0	0	.6627854	0	0
10208032	0	.716305171237628	0	.948431261170294	0	0	.805947506856461	0	1.12731952934878	0	0	0	0	0	0	0	.668889545640766	0	.868902385714135	0	0	.628282729973479
10208071	.810276046462161	0	0	0	.8131241	.920400335763824	0	0	0	.9030364	0	0	0	0	0	.804782703369523	0	0	0	.8072501	0	0
10208072	0	.679757526705775	0	0	0	0	.626361109432164	0	0	0	0	0	0	0	0	0	.592734934385443	0	0	0	0	0
10208142	0	.8811214016234	0	0	0	0	.982122705766628	0	0	0	0	0	0	0	0	0	.792137895276405	0	0	0	0	0
10208192	0	.608369825942134	0	.634610983084775	0	0	.569103141766448	0	.725301545299183	0	0	0	0	0	0	0	.577361474444667	0	.607586057793342	0	0	0
10208232	0	1.47265430560672	0	1.53314121249461	0	0	1.31990948817873	0	1.45947482406772	0	0	0	0	0	0	0	1.31955996197776	0	1.42900088973237	0	0	0
10208242	0	.608369825942134	0	.644416936974185	0	0	.569103141766448	0	.665942676983171	0	0	0	0	0	0	0	.577361474444667	0	.619774958408929	0	0	0
10208261	.800711970713733	0	0	0	.8651667	.867682267656946	0	0	0	.8732702	0	0	0	0	0	.751062921712144	0	0	0	.8112257	0	0
10209011	.831075589837383	0	0	0	.804624	.904548299066925	0	0	0	.8731295	0	0	0	0	0	.890290937621107	0	0	0	.8912686	0	0
10209071	.706699516892343	0	.633622031417895	0	.6985835	.783857002450606	0	.645957489960337	0	.7628993	0	0	0	0	0	.738859160608643	0	.69180676482274	0	.7428664	0	0
10209111	.997758258031003	0	.967204445353248	0	.9761018	1.14979863683018	0	1.168504879339	0	1.118525	0	0	0	0	0	.828853879381664	0	.85896559114701	0	.8300931	.862268135005345	0
10209142	0	1.06814812921789	0	1.03636734281855	0	0	1.41203195156072	0	1.46091227844955	0	0	0	0	0	0	0	1.10290589788873	0	1.06998696809653	0	0	0
10209232	0	.432898577718404	0	.418350869044585	0	0	.429775191997672	0	.48559983425541	0	0	0	0	0	0	0	.461354967045083	0	.467971213026376	0	0	0
10209251	.49887923673604	0	.438140034781856	0	.4880509	.574899260678941	0	.545952595346914	0	.5592623	0	0	0	0	0	.414427095406663	0	.395282744301262	0	.4150465	0	0
10209261	1.16157900695262	0	1.03651421766262	0	1.149775	1.22070266766628	0	1.01095403572147	0	1.19716	0	0	0	0	0	1.16859094217642	0	1.14504951655069	0	1.17977	1.07781821922643	0
10210062	0	.483002517358338	0	.549499656680613	0	0	.54714372266839	0	.587813032503821	0	0	0	0	0	0	0	.508698214588181	0	.542299414234474	0	0	.491152224563462
10210071	.633768403375396	0	.580012722938596	0	.7712334	.759611631026234	0	.775219574648109	0	.7430015	0	0	0	0	0	.718545719029077	0	.629188958145809	0	.8265486	.672885521284405	0
10210072	0	.483002517358338	0	.549499656680613	0	0	.54714372266839	0	.587813032503821	0	0	0	0	0	0	0	.508698214588181	0	.542299414234474	0	0	.491152224563462
10210111	.823942120324031	0	.754146932867441	0	.8276302	.935038758637264	0	1.00285338884853	0	.9022286	0	0	0	0	0	.717810117443652	0	.668935418833453	0	.7215884	.671399417170314	0
10210112	0	.598063761634194	0	.612950672911057	.4960773	0	.546967360141407	0	.518679686718443	.403907	0	0	0	0	0	0	.610081153651034	0	.61324445095902	.4246872	0	.408138584455949
10210132	0	.501288575322598	0	.508464088416369	0	0	.534823018257457	0	.451367399586168	0	0	0	0	0	0	0	.493576371988997	0	.524349190740893	0	0	.411852533176766
10210161	1.26312220363406	0	1.09745112642438	0	1.273975	1.34346703839987	0	1.41114466404172	0	1.281906	0	0	0	0	0	1.2087914753904	0	1.06505950309504	0	1.21732	0	0
10210181	.823942120324031	0	.870586783137431	0	.8276302	.935038758637264	0	1.09030549570083	0	.9022286	0	0	0	0	0	.717810117443652	0	.771178432896182	0	.7215884	.776136054647598	0
10210182	0	1.79419128490258	0	1.88311017381575	1.488232	0	1.64090208042422	0	1.39424971220478	1.211721	0	0	0	0	0	0	1.83024395699518	0	1.88142376158779	1.274062	0	0
10210232	0	.503024756517717	0	.566637284579408	0	0	.401151096970614	0	.423347301616347	0	0	0	0	0	0	0	.499588773946814	0	.553973571770847	0	0	0
10210251	.42104080635838	0	.352311419279504	0	.4246582	.447822346133291	0	.362423311028147	0	.4273021	0	0	0	0	0	.402930595607354	0	.338619822003902	0	.4057732	0	0
10210261	1.06551383054589	0	1.01764748466229	0	1.072596	1.24939984249082	0	1.15121404550594	0	1.274921	0	0	0	0	0	1.16328975242743	0	1.09492242596608	0	1.170437	0	0
10210272	0	.763654146800144	0	.675662117814776	0	0	.541806243289597	0	.447955657169812	0	0	0	0	0	0	0	.83720034136728	0	.727450023465895	0	0	0
10301052	0	1.23025954042327	0	1.13939107361973	0	0	1.059413354768	0	1.09139095512954	0	0	0	0	0	0	0	1.15758312748297	0	1.13722870908353	0	0	0
10301071	.778210227386079	0	.686299355591856	0	.8685286	.752416436834652	0	.564474688749805	0	.854941	0	0	0	0	0	.843852116787459	0	.733659362843415	0	.9129037	.683670402921438	0
10301072	0	.981770109501475	0	.940574465246417	0	0	.879939811085064	0	.95043514099661	0	0	0	0	0	0	0	.879706806665865	0	.864632173158891	0	0	0
10301111	.778210227386079	0	.706690220323421	0	.8685286	.752416436834652	0	.607378082158629	0	.854941	0	0	0	0	0	.843852116787459	0	.748957487759711	0	.9129037	.677286327700063	0
10301112	0	.981770109501475	0	.892378191370964	0	0	.879939811085064	0	.888427138386559	0	0	0	0	0	0	0	.879706806665865	0	.814162209703003	0	0	0
