serialp	seriali	serialh	surveyyr	country	Outcome	IOut	ScrType	pgrid	adnum1	ChNum	DMHSize	Sex	age	MarSt2	LiveW2	WrkStat	PTWork	EverWk	natidgby5	natidniy5	natiduky5	ethgrp2	ethgrp5	RelHRP	Rel01	Rel02	Rel03	Rel04	Rel05	Rel06	Rel07	Rel08	Rel09	area	addnum
810140403	-1	8101404	8	202	110	-1	2	3	-1	4	5	2	6	-1	-1	1	-1	-1	3	-1	3	1	1	9	9	9	0	14	14	-1	-1	-1	-1	81014	4
810140404	81014042	8101404	8	202	110	110	2	4	-1	4	5	2	3	-1	-1	3	-1	-1	3	-1	3	1	1	9	9	9	14	0	14	-1	-1	-1	-1	81014	4
810140405	-1	8101404	8	202	110	-1	2	5	-1	4	5	2	3	-1	-1	3	-1	-1	3	-1	3	1	1	9	9	9	14	14	0	-1	-1	-1	-1	81014	4
810141001	-1	8101410	8	202	110	-1	2	1	-1	4	4	2	50	5	1	2	-1	-1	5	-1	5	1	1	0	0	3	4	4	-1	-1	-1	-1	-1	81014	10
810141002	-1	8101410	8	202	110	-1	2	2	-1	4	4	1	49	1	1	2	-1	-1	5	-1	5	1	1	3	3	0	23	23	-1	-1	-1	-1	-1	81014	10
810141003	-1	8101410	8	202	110	-1	2	3	-1	4	4	1	20	1	2	3	-1	2	5	-1	5	1	1	9	9	23	0	14	-1	-1	-1	-1	-1	81014	10
810141004	81014102	8101410	8	202	110	110	2	4	-1	4	4	2	18	1	2	3	-1	2	5	-1	5	1	1	9	9	23	14	0	-1	-1	-1	-1	-1	81014	10
810141101	-1	8101411	8	202	110	-1	2	1	-1	3	3	2	40	2	-1	2	-1	-1	5	-1	5	1	1	1	0	1	4	-1	-1	-1	-1	-1	-1	81014	11
810141102	-1	8101411	8	202	110	-1	2	2	-1	3	3	1	36	2	-1	2	-1	-1	5	-1	5	1	1	0	1	0	4	-1	-1	-1	-1	-1	-1	81014	11
810141103	81014112	8101411	8	202	110	110	2	3	-1	3	3	2	4	-1	-1	3	-1	-1	5	-1	5	1	1	9	9	9	0	-1	-1	-1	-1	-1	-1	81014	11
810141301	-1	8101413	8	202	110	-1	1	1	2	4	4	1	53	2	-1	2	-1	-1	3	-1	3	1	1	0	0	1	7	4	-1	-1	-1	-1	-1	81014	13
810141302	81014131	8101413	8	202	110	110	1	2	2	4	4	2	47	2	-1	2	-1	-1	3	-1	3	1	1	1	1	0	4	4	-1	-1	-1	-1	-1	81014	13
810141303	-1	8101413	8	202	110	-1	1	3	2	4	4	1	22	1	2	2	-1	-1	3	-1	3	1	1	12	12	9	0	15	-1	-1	-1	-1	-1	81014	13
810141304	81014132	8101413	8	202	110	110	1	4	2	4	4	1	14	-1	-1	1	-1	-1	3	-1	3	1	1	9	9	9	15	0	-1	-1	-1	-1	-1	81014	13
810141901	81014191	8101419	8	202	110	110	1	1	1	2	3	2	43	5	2	2	-1	-1	5	-1	5	1	1	0	0	4	4	-1	-1	-1	-1	-1	-1	81014	19
810141902	81014192	8101419	8	202	110	110	1	2	1	2	3	1	11	-1	-1	1	-1	-1	5	-1	5	1	1	9	9	0	14	-1	-1	-1	-1	-1	-1	81014	19
810141903	-1	8101419	8	202	110	-1	1	3	1	2	3	1	17	1	2	1	1	-1	5	-1	5	1	1	9	9	14	0	-1	-1	-1	-1	-1	-1	81014	19
810142001	-1	8101420	8	202	110	-1	2	1	-1	2	3	2	38	1	2	3	-1	1	3	-1	3	1	1	0	0	4	4	-1	-1	-1	-1	-1	-1	81014	20
810142002	81014202	8101420	8	202	110	110	2	2	-1	2	3	2	14	-1	-1	1	-1	-1	3	-1	3	1	1	9	9	0	14	-1	-1	-1	-1	-1	-1	81014	20
810142003	-1	8101420	8	202	110	-1	2	3	-1	2	3	2	16	1	2	2	-1	-1	3	-1	3	1	1	9	9	14	0	-1	-1	-1	-1	-1	-1	81014	20
810142801	81014281	8101428	8	202	110	110	1	1	1	-1	1	2	60	5	-1	2	-1	-1	5	-1	5	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	81014	28
811010101	81101011	8110101	8	402	110	110	1	1	1	2	2	1	44	4	2	2	-1	-1	-1	1	5	1	1	0	0	4	-1	-1	-1	-1	-1	-1	-1	81101	1
811010102	81101012	8110101	8	402	110	110	1	2	1	2	2	1	16	1	2	1	2	2	-1	1	5	1	1	9	9	0	-1	-1	-1	-1	-1	-1	-1	81101	1
811010601	-1	8110106	8	402	110	-1	1	1	2	3	3	1	56	2	-1	2	-1	-1	-1	2	6	1	1	0	0	1	4	-1	-1	-1	-1	-1	-1	81101	6
811010602	81101061	8110106	8	402	110	110	1	2	2	3	3	2	33	2	-1	2	-1	-1	-1	2	6	1	1	1	1	0	4	-1	-1	-1	-1	-1	-1	81101	6
811010603	81101062	8110106	8	402	110	110	1	3	2	3	3	2	2	-1	-1	3	-1	-1	-1	2	6	1	1	9	9	9	0	-1	-1	-1	-1	-1	-1	81101	6
811011601	-1	8110116	8	402	110	-1	2	1	-1	2	2	2	43	4	2	3	-1	1	-1	4	4	1	1	0	0	4	-1	-1	-1	-1	-1	-1	-1	81101	16
811011602	81101162	8110116	8	402	110	110	2	2	-1	2	2	1	5	-1	-1	1	-1	-1	-1	4	4	1	1	9	9	0	-1	-1	-1	-1	-1	-1	-1	81101	16
811011901	-1	8110119	8	402	110	-1	1	1	2	-1	2	1	58	2	-1	2	-1	-1	-1	2	6	1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	81101	19
811011902	81101191	8110119	8	402	110	110	1	2	2	-1	2	2	56	2	-1	3	-1	2	-1	2	6	1	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	81101	19
811012201	-1	8110122	8	402	110	-1	1	1	2	5	8	1	56	2	-1	2	-1	-1	-1	4	4	1	1	0	0	1	4	4	4	6	6	6	-1	81101	22
811012202	81101221	8110122	8	402	110	110	1	2	2	5	8	2	52	2	-1	2	-1	-1	-1	4	4	1	1	1	1	0	4	4	4	6	6	6	-1	81101	22
811012203	-1	8110122	8	402	110	-1	1	3	2	5	8	2	25	1	2	2	-1	-1	-1	4	4	1	1	9	9	9	0	14	14	18	18	18	-1	81101	22
811012204	-1	8110122	8	402	110	-1	1	4	2	5	8	2	23	1	2	2	-1	-1	-1	4	4	1	1	9	9	9	14	0	14	18	18	18	-1	81101	22
811012205	81101222	8110122	8	402	110	110	1	5	2	5	8	2	18	1	2	2	-1	-1	-1	4	4	1	1	9	9	9	14	14	0	18	18	18	-1	81101	22
811012206	-1	8110122	8	402	110	-1	1	6	2	5	8	2	17	1	2	1	2	2	-1	4	4	1	1	11	11	11	18	18	18	0	18	18	-1	81101	22
811012207	-1	8110122	8	402	110	-1	1	7	2	5	8	1	14	-1	-1	1	-1	-1	-1	8	6	2	3	11	11	11	18	18	18	18	0	14	-1	81101	22
811012208	-1	8110122	8	402	110	-1	1	8	2	5	8	1	11	-1	-1	1	-1	-1	-1	8	6	2	3	11	11	11	18	18	18	18	14	0	-1	81101	22
811020101	81102011	8110201	8	301	110	110	1	1	1	-1	3	2	28	1	1	2	-1	-1	6	-1	6	1	1	3	0	3	4	-1	-1	-1	-1	-1	-1	81102	1
811020102	-1	8110201	8	301	110	-1	1	2	1	-1	3	1	31	1	1	2	-1	-1	6	-1	6	1	1	0	3	0	4	-1	-1	-1	-1	-1	-1	81102	1
811020103	-1	8110201	8	301	110	-1	1	3	1	-1	3	2	1	-1	-1	3	-1	-1	6	-1	6	1	1	9	9	9	0	-1	-1	-1	-1	-1	-1	81102	1
811021401	81102141	8110214	8	301	110	110	1	1	1	3	3	1	36	2	-1	2	-1	-1	2	-1	2	1	1	1	0	1	4	-1	-1	-1	-1	-1	-1	81102	14
811021402	-1	8110214	8	301	110	-1	1	2	1	3	3	2	35	2	-1	2	-1	-1	2	-1	2	1	1	0	1	0	4	-1	-1	-1	-1	-1	-1	81102	14
811021403	81102142	8110214	8	301	110	110	1	3	1	3	3	2	8	-1	-1	1	-1	-1	2	-1	2	1	1	9	9	9	0	-1	-1	-1	-1	-1	-1	81102	14
811030901	-1	8110309	8	202	110	-1	2	1	-1	3	4	2	27	2	-1	2	-1	-1	6	-1	6	2	5	1	0	1	4	4	-1	-1	-1	-1	-1	81103	9
811030902	-1	8110309	8	202	110	-1	2	2	-1	3	4	1	28	2	-1	1	2	1	6	-1	6	2	5	0	1	0	4	4	-1	-1	-1	-1	-1	81103	9
811030903	81103092	8110309	8	202	110	110	2	3	-1	3	4	1	3	-1	-1	3	-1	-1	6	-1	6	2	5	9	9	9	0	14	-1	-1	-1	-1	-1	81103	9
811030904	-1	8110309	8	202	110	-1	2	4	-1	3	4	1	1	-1	-1	3	-1	-1	6	-1	6	2	5	9	9	9	14	0	-1	-1	-1	-1	-1	81103	9
811032501	81103251	8110325	8	202	110	110	1	1	1	-1	2	1	64	2	-1	3	-1	1	5	-1	5	1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	81103	25
811032502	-1	8110325	8	202	110	-1	1	2	1	-1	2	2	63	2	-1	3	-1	1	5	-1	5	1	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	81103	25
811032801	81103281	8110328	8	202	110	110	1	1	1	-1	1	1	44	1	-1	3	-1	1	3	-1	3	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	81103	28
811040301	-1	8110403	8	101	110	-1	2	1	-1	3	4	1	41	2	-1	2	-1	-1	1	-1	1	1	1	0	0	1	4	4	-1	-1	-1	-1	-1	81104	3
811040302	-1	8110403	8	101	110	-1	2	2	-1	3	4	2	39	2	-1	3	-1	1	1	-1	1	1	1	1	1	0	14	4	-1	-1	-1	-1	-1	81104	3
811040303	81104032	8110403	8	101	110	110	2	3	-1	3	4	2	16	1	2	3	-1	2	1	-1	1	1	1	9	9	14	0	14	-1	-1	-1	-1	-1	81104	3
811040304	-1	8110403	8	101	110	-1	2	4	-1	3	4	2	13	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	9	14	0	-1	-1	-1	-1	-1	81104	3
811041301	81104131	8110413	8	101	110	110	1	1	1	-1	2	2	57	5	1	3	-1	1	5	-1	5	1	1	3	0	3	-1	-1	-1	-1	-1	-1	-1	81104	13
811041302	-1	8110413	8	101	110	-1	1	2	1	-1	2	1	56	1	1	2	-1	-1	5	-1	5	1	1	0	3	0	-1	-1	-1	-1	-1	-1	-1	81104	13
811041401	-1	8110414	8	101	110	-1	1	1	11	2	3	2	25	1	2	2	-1	-1	5	-1	5	2	2	0	0	4	4	-1	-1	-1	-1	-1	-1	81104	14
811041402	81104142	8110414	8	101	110	110	1	2	11	2	3	2	5	-1	-1	1	-1	-1	5	-1	5	1	1	9	9	0	14	-1	-1	-1	-1	-1	-1	81104	14
811041403	-1	8110414	8	101	110	-1	1	3	11	2	3	2	0	-1	-1	3	-1	-1	5	-1	5	1	1	9	9	14	0	-1	-1	-1	-1	-1	-1	81104	14
811041501	81104151	8110415	8	101	110	110	1	1	1	-1	1	2	51	5	-1	2	-1	-1	5	-1	5	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	81104	15
811042501	81104251	8110425	8	101	110	110	1	1	1	-1	1	2	75	6	-1	3	-1	1	6	-1	6	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	81104	25
811050301	81105031	8110503	8	101	110	110	1	1	1	-1	1	1	55	5	-1	2	-1	-1	1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	81105	3
811051401	81105141	8110514	8	101	110	110	1	1	1	2	3	2	45	1	2	3	-1	1	1	-1	1	1	1	0	0	4	4	-1	-1	-1	-1	-1	-1	81105	14
811051402	81105142	8110514	8	101	110	110	1	2	1	2	3	2	6	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	0	14	-1	-1	-1	-1	-1	-1	81105	14
811051403	-1	8110514	8	101	110	-1	1	3	1	2	3	1	14	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	14	0	-1	-1	-1	-1	-1	-1	81105	14
811051701	-1	8110517	8	101	110	-1	2	1	-1	3	4	2	39	2	-1	2	-1	-1	1	-1	1	1	1	1	0	1	4	4	-1	-1	-1	-1	-1	81105	17
811051702	-1	8110517	8	101	110	-1	2	2	-1	3	4	1	34	2	-1	2	-1	-1	1	-1	1	1	1	0	1	0	4	4	-1	-1	-1	-1	-1	81105	17
811051703	81105172	8110517	8	101	110	110	2	3	-1	3	4	2	6	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	9	0	14	-1	-1	-1	-1	-1	81105	17
811051704	-1	8110517	8	101	110	-1	2	4	-1	3	4	1	5	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	9	14	0	-1	-1	-1	-1	-1	81105	17
811052101	-1	8110521	8	101	110	-1	2	1	-1	3	3	2	49	2	-1	2	-1	-1	1	-1	1	1	1	1	0	1	4	-1	-1	-1	-1	-1	-1	81105	21
811052102	-1	8110521	8	101	110	-1	2	2	-1	3	3	1	45	2	-1	2	-1	-1	1	-1	1	1	1	0	1	0	7	-1	-1	-1	-1	-1	-1	81105	21
811052103	81105212	8110521	8	101	110	110	2	3	-1	3	3	1	18	1	2	1	2	1	1	-1	1	1	1	12	9	12	0	-1	-1	-1	-1	-1	-1	81105	21
811052401	81105241	8110524	8	101	110	110	1	1	1	-1	1	2	64	6	-1	3	-1	1	1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	81105	24
811052501	81105251	8110525	8	101	110	110	1	1	1	3	4	1	45	2	-1	2	-1	-1	5	-1	5	1	1	1	0	1	4	7	-1	-1	-1	-1	-1	81105	25
811052502	-1	8110525	8	101	110	-1	1	2	1	3	4	2	41	2	-1	2	-1	-1	5	-1	5	1	1	0	1	0	4	4	-1	-1	-1	-1	-1	81105	25
811052503	81105252	8110525	8	101	110	110	1	3	1	3	4	1	13	-1	-1	1	-1	-1	5	-1	5	1	1	9	9	9	0	15	-1	-1	-1	-1	-1	81105	25
811052504	-1	8110525	8	101	110	-1	1	4	1	3	4	1	23	1	2	2	-1	-1	5	-1	5	1	1	9	12	9	15	0	-1	-1	-1	-1	-1	81105	25
811060601	81106061	8110606	8	402	110	110	1	1	1	-1	1	2	64	5	-1	2	-1	-1	-1	1	5	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	81106	6
811061001	-1	8110610	8	402	110	-1	2	1	-1	2	2	1	48	5	2	3	-1	2	-1	1	5	1	1	0	0	4	-1	-1	-1	-1	-1	-1	-1	81106	10
811061002	81106102	8110610	8	402	110	110	2	2	-1	2	2	2	13	-1	-1	1	-1	-1	-1	1	5	1	1	9	9	0	-1	-1	-1	-1	-1	-1	-1	81106	10
811061301	81106131	8110613	8	402	110	110	1	1	1	-1	1	1	78	6	-1	3	-1	1	-1	-8	-8	-8	-8	0	0	-1	-1	-1	-1	-1	-1	-1	-1	81106	13
811061401	81106141	8110614	8	402	110	110	1	1	1	-1	1	2	54	1	-1	3	-1	1	-1	-8	-8	-8	-8	0	0	-1	-1	-1	-1	-1	-1	-1	-1	81106	14
811061501	81106151	8110615	8	402	110	110	1	1	1	3	4	1	50	1	1	3	-1	1	-1	-8	-8	-8	-8	0	0	3	4	4	-1	-1	-1	-1	-1	81106	15
811061502	-1	8110615	8	402	110	-1	1	2	1	3	4	2	40	1	1	3	-1	1	-1	-8	-8	-8	-8	3	3	0	4	4	-1	-1	-1	-1	-1	81106	15
811061503	81106152	8110615	8	402	110	110	1	3	1	3	4	2	16	1	2	1	2	2	-1	-8	-8	-8	-8	9	9	9	0	14	-1	-1	-1	-1	-1	81106	15
811061504	-1	8110615	8	402	110	-1	1	4	1	3	4	1	14	-1	-1	1	-1	-1	-1	-8	-8	-8	-8	9	9	9	14	0	-1	-1	-1	-1	-1	81106	15
811062401	-1	8110624	8	402	110	-1	2	1	-1	2	3	2	39	5	2	2	-1	-1	-1	1	5	1	1	0	0	4	4	-1	-1	-1	-1	-1	-1	81106	24
811062402	81106242	8110624	8	402	110	110	2	2	-1	2	3	1	11	-1	-1	1	-1	-1	-1	1	5	1	1	9	9	0	14	-1	-1	-1	-1	-1	-1	81106	24
811062403	-1	8110624	8	402	110	-1	2	3	-1	2	3	1	15	-1	-1	1	-1	-1	-1	1	5	1	1	9	9	14	0	-1	-1	-1	-1	-1	-1	81106	24
811071201	-1	8110712	8	101	110	-1	2	1	-1	4	4	1	60	2	-1	2	-1	-1	5	-1	5	2	3	0	0	1	4	4	-1	-1	-1	-1	-1	81107	12
811071202	-1	8110712	8	101	110	-1	2	2	-1	4	4	2	59	2	-1	2	-1	-1	5	-1	5	2	3	1	1	0	4	4	-1	-1	-1	-1	-1	81107	12
811071203	-1	8110712	8	101	110	-1	2	3	-1	4	4	2	16	1	2	1	2	2	5	-1	5	2	3	9	9	9	0	14	-1	-1	-1	-1	-1	81107	12
811071204	81107122	8110712	8	101	110	110	2	4	-1	4	4	1	15	-1	-1	1	-1	-1	5	-1	5	2	3	9	9	9	14	0	-1	-1	-1	-1	-1	81107	12
811071301	81107131	8110713	8	101	110	110	1	1	1	3	4	2	47	2	-1	2	-1	-1	1	-1	1	1	1	1	0	1	4	4	-1	-1	-1	-1	-1	81107	13
811071302	-1	8110713	8	101	110	-1	1	2	1	3	4	1	50	2	-1	2	-1	-1	1	-1	1	1	1	0	1	0	4	4	-1	-1	-1	-1	-1	81107	13
811071303	81107132	8110713	8	101	110	110	1	3	1	3	4	2	17	1	2	1	2	1	1	-1	1	1	1	9	9	9	0	14	-1	-1	-1	-1	-1	81107	13
811071304	-1	8110713	8	101	110	-1	1	4	1	3	4	1	12	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	9	14	0	-1	-1	-1	-1	-1	81107	13
811071401	81107141	8110714	8	101	110	110	1	1	1	-1	1	2	80	6	-1	3	-1	2	1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	81107	14
811071801	81107181	8110718	8	101	110	110	1	1	1	-1	1	1	62	1	-1	2	-1	-1	1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	81107	18
811072101	-1	8110721	8	101	110	-1	2	1	-1	3	3	2	30	1	1	2	-1	-1	1	-1	1	1	1	3	0	3	4	-1	-1	-1	-1	-1	-1	81107	21
811072102	-1	8110721	8	101	110	-1	2	2	-1	3	3	1	32	1	1	2	-1	-1	1	-1	1	1	1	0	3	0	4	-1	-1	-1	-1	-1	-1	81107	21
811072103	81107212	8110721	8	101	110	110	2	3	-1	3	3	1	3	-1	-1	3	-1	-1	1	-1	1	1	1	9	9	9	0	-1	-1	-1	-1	-1	-1	81107	21
811072501	81107251	8110725	8	101	110	110	1	1	1	2	2	1	30	5	2	2	-1	-1	5	-1	5	2	3	0	0	14	-1	-1	-1	-1	-1	-1	-1	81107	25
811072502	81107252	8110725	8	101	110	110	1	2	1	2	2	1	18	1	2	1	1	-1	6	-1	6	2	3	14	14	0	-1	-1	-1	-1	-1	-1	-1	81107	25
811080301	-1	8110803	8	202	110	-1	2	1	-1	2	4	2	37	1	2	3	-1	2	1	-1	1	1	1	0	0	4	4	4	-1	-1	-1	-1	-1	81108	3
811080302	81108032	8110803	8	202	110	110	2	2	-1	2	4	2	10	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	0	14	14	-1	-1	-1	-1	-1	81108	3
811080303	-1	8110803	8	202	110	-1	2	3	-1	2	4	2	8	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	14	0	14	-1	-1	-1	-1	-1	81108	3
811080304	-1	8110803	8	202	110	-1	2	4	-1	2	4	2	7	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	14	14	0	-1	-1	-1	-1	-1	81108	3
811080501	-1	8110805	8	202	110	-1	2	1	-1	4	4	2	34	2	-1	3	-1	1	5	-1	5	1	1	0	0	1	4	4	-1	-1	-1	-1	-1	81108	5
811080502	-1	8110805	8	202	110	-1	2	2	-1	4	4	1	30	2	-1	3	-1	1	5	-1	5	1	1	1	1	0	4	4	-1	-1	-1	-1	-1	81108	5
811080503	-1	8110805	8	202	110	-1	2	3	-1	4	4	2	4	-1	-1	3	-1	-1	5	-1	5	1	1	9	9	9	0	14	-1	-1	-1	-1	-1	81108	5
811080504	81108052	8110805	8	202	110	110	2	4	-1	4	4	1	7	-1	-1	1	-1	-1	5	-1	5	1	1	9	9	9	14	0	-1	-1	-1	-1	-1	81108	5
811080601	81108061	8110806	8	202	110	110	1	1	1	-1	1	2	27	1	-1	2	-1	-1	5	-1	5	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	81108	6
811080701	-1	8110807	8	202	110	-1	2	1	-1	3	3	1	44	2	-1	2	-1	-1	2	-1	2	1	1	0	0	1	4	-1	-1	-1	-1	-1	-1	81108	7
811080702	-1	8110807	8	202	110	-1	2	2	-1	3	3	2	42	2	-1	2	-1	-1	1	-1	1	1	1	1	1	0	4	-1	-1	-1	-1	-1	-1	81108	7
811080703	81108072	8110807	8	202	110	110	2	3	-1	3	3	1	13	-1	-1	1	-1	-1	3	-1	3	1	1	9	9	9	0	-1	-1	-1	-1	-1	-1	81108	7
811080801	-1	8110808	8	202	110	-1	2	1	-1	3	5	2	30	2	-1	3	-1	1	3	-1	3	1	1	1	0	1	4	4	4	-1	-1	-1	-1	81108	8
811080802	-1	8110808	8	202	110	-1	2	2	-1	3	5	1	30	2	-1	2	-1	-1	3	-1	3	1	1	0	1	0	4	4	4	-1	-1	-1	-1	81108	8
811080803	81108082	8110808	8	202	110	110	2	3	-1	3	5	1	9	-1	-1	1	-1	-1	3	-1	3	1	1	9	9	9	0	14	14	-1	-1	-1	-1	81108	8
811080804	-1	8110808	8	202	110	-1	2	4	-1	3	5	1	5	-1	-1	1	-1	-1	3	-1	3	1	1	9	9	9	14	0	14	-1	-1	-1	-1	81108	8
811080805	-1	8110808	8	202	110	-1	2	5	-1	3	5	2	6	-1	-1	1	-1	-1	3	-1	3	1	1	9	9	9	14	14	0	-1	-1	-1	-1	81108	8
811081501	81108151	8110815	8	202	110	110	1	1	1	-1	2	1	52	2	-1	3	-1	1	5	-1	5	1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	81108	15
811081502	-1	8110815	8	202	110	-1	1	2	1	-1	2	2	51	2	-1	2	-1	-1	5	-1	5	1	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	81108	15
811081801	81108181	8110818	8	202	110	110	1	1	1	-1	2	2	64	2	-1	3	-1	1	1	-1	1	1	1	1	0	1	-1	-1	-1	-1	-1	-1	-1	81108	18
811081802	-1	8110818	8	202	110	-1	1	2	1	-1	2	1	69	2	-1	3	-1	1	1	-1	1	1	1	0	1	0	-1	-1	-1	-1	-1	-1	-1	81108	18
811081901	81108191	8110819	8	202	110	110	1	1	1	-1	1	2	25	1	-1	2	-1	-1	3	-1	3	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	81108	19
811082701	-1	8110827	8	202	110	-1	2	1	-1	2	2	2	68	5	2	3	-1	1	1	-1	1	1	1	0	0	20	-1	-1	-1	-1	-1	-1	-1	81108	27
811082702	81108272	8110827	8	202	110	110	2	2	-1	2	2	2	17	1	2	1	1	-1	3	-1	3	1	1	21	21	0	-1	-1	-1	-1	-1	-1	-1	81108	27
811090101	81109011	8110901	8	202	110	110	1	1	1	-1	2	2	50	2	-1	2	-1	-1	5	-1	5	1	1	1	0	1	-1	-1	-1	-1	-1	-1	-1	81109	1
811090102	-1	8110901	8	202	110	-1	1	2	1	-1	2	1	57	2	-1	2	-1	-1	5	-1	5	1	1	0	1	0	-1	-1	-1	-1	-1	-1	-1	81109	1
811090501	-1	8110905	8	202	110	-1	2	1	-1	3	5	2	41	2	-1	2	-1	-1	5	-1	5	1	1	1	0	1	4	4	4	-1	-1	-1	-1	81109	5
811090502	-1	8110905	8	202	110	-1	2	2	-1	3	5	1	46	2	-1	2	-1	-1	5	-1	5	1	1	0	1	0	4	4	4	-1	-1	-1	-1	81109	5
811090503	81109052	8110905	8	202	110	110	2	3	-1	3	5	1	5	-1	-1	1	-1	-1	5	-1	5	1	1	9	9	9	0	14	14	-1	-1	-1	-1	81109	5
811090504	-1	8110905	8	202	110	-1	2	4	-1	3	5	2	15	-1	-1	1	-1	-1	5	-1	5	1	1	9	9	9	14	0	14	-1	-1	-1	-1	81109	5
811090505	-1	8110905	8	202	110	-1	2	5	-1	3	5	1	11	-1	-1	1	-1	-1	5	-1	5	1	1	9	9	9	14	14	0	-1	-1	-1	-1	81109	5
811090701	-1	8110907	8	202	110	-1	2	1	-1	3	4	2	45	2	-1	2	-1	-1	1	-1	1	1	1	1	0	1	4	4	-1	-1	-1	-1	-1	81109	7
811090702	-1	8110907	8	202	110	-1	2	2	-1	3	4	1	51	2	-1	2	-1	-1	1	-1	1	1	1	0	1	0	4	4	-1	-1	-1	-1	-1	81109	7
811090703	81109072	8110907	8	202	110	110	2	3	-1	3	4	2	15	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	9	0	14	-1	-1	-1	-1	-1	81109	7
811090704	-1	8110907	8	202	110	-1	2	4	-1	3	4	2	17	1	2	1	2	1	1	-1	1	1	1	9	9	9	14	0	-1	-1	-1	-1	-1	81109	7
811091301	81109131	8110913	8	202	110	110	1	1	1	2	2	2	40	1	2	3	-1	1	3	-1	3	1	1	0	0	4	-1	-1	-1	-1	-1	-1	-1	81109	13
811091302	81109132	8110913	8	202	110	110	1	2	1	2	2	2	9	-1	-1	1	-1	-1	3	-1	3	1	1	9	9	0	-1	-1	-1	-1	-1	-1	-1	81109	13
811091601	81109162	8110916	8	202	110	110	2	1	-1	1	2	1	18	1	2	1	2	2	3	-1	3	1	1	9	0	9	-1	-1	-1	-1	-1	-1	-1	81109	16
811091602	-1	8110916	8	202	110	-1	2	2	-1	1	2	1	41	4	2	2	-1	-1	3	-1	3	1	1	0	4	0	-1	-1	-1	-1	-1	-1	-1	81109	16
811091801	81109181	8110918	8	202	110	110	1	1	1	-1	2	2	69	2	-1	3	-1	1	3	-1	3	1	1	1	0	1	-1	-1	-1	-1	-1	-1	-1	81109	18
811091802	-1	8110918	8	202	110	-1	1	2	1	-1	2	1	69	2	-1	3	-1	1	3	-1	3	1	1	0	1	0	-1	-1	-1	-1	-1	-1	-1	81109	18
811091901	81109191	8110919	8	202	110	110	1	1	1	-1	2	2	55	2	-1	2	-1	-1	5	-1	5	1	1	1	0	1	-1	-1	-1	-1	-1	-1	-1	81109	19
811091902	-1	8110919	8	202	110	-1	1	2	1	-1	2	1	51	2	-1	2	-1	-1	5	-1	5	1	1	0	1	0	-1	-1	-1	-1	-1	-1	-1	81109	19
811092201	81109221	8110922	8	202	110	110	1	1	1	4	4	2	30	2	-1	2	-1	-1	3	-1	3	1	1	1	0	1	4	4	-1	-1	-1	-1	-1	81109	22
811092202	-1	8110922	8	202	110	-1	1	2	1	4	4	1	31	2	-1	2	-1	-1	1	-1	1	1	1	0	1	0	4	4	-1	-1	-1	-1	-1	81109	22
811092203	-1	8110922	8	202	110	-1	1	3	1	4	4	2	7	-1	-1	1	-1	-1	3	-1	3	1	1	9	9	9	0	14	-1	-1	-1	-1	-1	81109	22
811092204	81109222	8110922	8	202	110	110	1	4	1	4	4	2	5	-1	-1	1	-1	-1	3	-1	3	1	1	9	9	9	14	0	-1	-1	-1	-1	-1	81109	22
811100101	81110011	8111001	8	101	110	110	1	1	1	-1	2	1	74	2	-1	3	-1	1	1	-1	1	1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	81110	1
811100102	-1	8111001	8	101	110	-1	1	2	1	-1	2	2	73	2	-1	3	-1	1	1	-1	1	1	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	81110	1
811100301	81110031	8111003	8	101	110	110	1	1	1	-1	2	2	31	1	1	2	-1	-1	1	-1	1	1	1	0	0	3	-1	-1	-1	-1	-1	-1	-1	81110	3
