surveyyr	Country	Outcome	IOut	ScrType	pgrid	adnum1	ChNum	DMHSize	Sex	age	MarStat	LiveWith	MarSt2	LiveW2	WrkStat	PTWork	EverWk	NatIDG	NatIDN	NatIDU	EthGrG	EthGrN	EthGrU	RHRP	R01	R02	R03	R04	R05	R06	R07	R08	R09	R10	RelHRP	Rel01	Rel02	Rel03	Rel04	Rel05	Rel06	Rel07	Rel08	Rel09	Rel10	area	addnum	serialh	serialp	seriali
2	302	110	-1	2	3	-1	4	4	1	16	1	2	-4	-4	1	1	-1	2	-1	2	1	-1	1	8	8	8	0	13	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21205	23	2120523	212052303	-1
2	302	110	110	2	4	-1	4	4	2	12	-1	-1	-4	-4	1	-1	-1	2	-1	2	1	-1	1	8	8	8	13	0	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21205	23	2120523	212052304	21205232
2	302	110	-1	2	1	-1	4	4	1	45	1	1	-4	-4	2	-1	-1	2	-1	2	1	-1	1	0	0	2	6	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21205	26	2120526	212052601	-1
2	302	110	-1	2	2	-1	4	4	2	45	4	1	-4	-4	2	-1	-1	2	-1	2	1	-1	1	2	2	0	3	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21205	26	2120526	212052602	-1
2	302	110	-1	2	3	-1	4	4	2	18	1	2	-4	-4	1	1	-1	2	-1	2	1	-1	1	11	11	8	0	14	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21205	26	2120526	212052603	-1
2	302	110	110	2	4	-1	4	4	2	13	-1	-1	-4	-4	1	-1	-1	2	-1	2	1	-1	1	8	8	8	14	0	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21205	26	2120526	212052604	21205262
2	101	110	-1	2	1	-1	3	3	2	41	2	-1	-4	-4	3	-1	1	1	-1	1	1	-1	1	1	0	1	3	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21206	2	2120602	212060201	-1
2	101	110	-1	2	2	-1	3	3	1	44	2	-1	-4	-4	2	-1	-1	1	-1	1	1	-1	1	0	1	0	3	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21206	2	2120602	212060202	-1
2	101	110	110	2	3	-1	3	3	2	8	-1	-1	-4	-4	1	-1	-1	1	-1	1	1	-1	1	8	8	8	0	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21206	2	2120602	212060203	21206022
2	101	110	110	1	1	1	-1	1	2	76	5	-1	-4	-4	3	-1	1	1	-1	1	1	-1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21206	7	2120607	212060701	21206071
2	101	110	-1	2	1	-1	3	3	1	38	2	-1	-4	-4	2	-1	-1	1	-1	1	1	-1	1	0	0	1	3	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21206	12	2120612	212061201	-1
2	101	110	-1	2	2	-1	3	3	2	25	2	-1	-4	-4	2	-1	-1	1	-1	1	1	-1	1	1	1	0	3	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21206	12	2120612	212061202	-1
2	101	110	110	2	3	-1	3	3	1	2	-1	-1	-4	-4	-1	-1	-1	1	-1	1	1	-1	1	8	8	8	0	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21206	12	2120612	212061203	21206122
2	101	110	110	1	1	1	2	4	2	30	3	2	-4	-4	3	-1	1	5	-1	5	1	-1	1	0	0	3	3	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21206	18	2120618	212061801	21206181
2	101	110	110	1	2	1	2	4	1	6	-1	-1	-4	-4	1	-1	-1	5	-1	5	5	-1	2	8	8	0	13	13	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21206	18	2120618	212061802	21206182
2	101	110	-1	1	3	1	2	4	1	3	-1	-1	-4	-4	-1	-1	-1	5	-1	5	1	-1	1	8	8	13	0	13	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21206	18	2120618	212061803	-1
2	101	110	-1	1	4	1	2	4	2	2	-1	-1	-4	-4	-1	-1	-1	5	-1	5	1	-1	1	8	8	13	13	0	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21206	18	2120618	212061804	-1
2	101	110	-1	2	1	-1	4	4	2	27	2	-1	-4	-4	3	-1	1	2	-1	2	1	-1	1	0	0	1	3	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21206	19	2120619	212061901	-1
2	101	110	-1	2	2	-1	4	4	1	29	2	-1	-4	-4	3	-1	1	1	-1	1	1	-1	1	1	1	0	6	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21206	19	2120619	212061902	-1
2	101	110	-1	2	3	-1	4	4	1	10	-1	-1	-4	-4	1	-1	-1	2	-1	2	1	-1	1	8	8	11	0	14	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21206	19	2120619	212061903	-1
2	101	110	110	2	4	-1	4	4	1	4	-1	-1	-4	-4	-1	-1	-1	2	-1	2	1	-1	1	8	8	8	14	0	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21206	19	2120619	212061904	21206192
2	101	110	-1	2	1	-1	2	2	2	22	1	2	-4	-4	3	-1	1	1	-1	1	1	-1	1	0	0	3	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21206	20	2120620	212062001	-1
2	101	110	110	2	2	-1	2	2	2	2	-1	-1	-4	-4	-1	-1	-1	1	-1	1	1	-1	1	8	8	0	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21206	20	2120620	212062002	21206202
2	101	110	-1	2	1	-1	4	5	2	38	4	1	-4	-4	2	-1	-1	5	-1	5	1	-1	1	2	0	2	3	3	3	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21206	22	2120622	212062201	-1
2	101	110	-1	2	2	-1	4	5	1	39	1	1	-4	-4	2	-1	-1	5	-1	5	1	-1	1	0	2	0	6	6	6	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21206	22	2120622	212062202	-1
2	101	110	-1	2	3	-1	4	5	1	13	-1	-1	-4	-4	1	-1	-1	5	-1	5	1	-1	1	11	8	11	0	13	13	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21206	22	2120622	212062203	-1
2	101	110	110	2	4	-1	4	5	2	10	-1	-1	-4	-4	1	-1	-1	5	-1	5	1	-1	1	11	8	11	13	0	13	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21206	22	2120622	212062204	21206222
2	101	110	-1	2	5	-1	4	5	2	10	-1	-1	-4	-4	1	-1	-1	5	-1	5	1	-1	1	11	8	11	13	13	0	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21206	22	2120622	212062205	-1
2	101	110	-1	2	1	-1	3	3	2	48	1	1	-4	-4	3	-1	1	5	-1	5	1	-1	1	0	0	2	3	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21206	24	2120624	212062401	-1
2	101	110	-1	2	2	-1	3	3	1	50	4	1	-4	-4	3	-1	1	5	-1	5	1	-1	1	2	2	0	6	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21206	24	2120624	212062402	-1
2	101	110	110	2	3	-1	3	3	2	15	-1	-1	-4	-4	1	-1	-1	5	-1	5	1	-1	1	8	8	11	0	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21206	24	2120624	212062403	21206242
2	101	110	-1	2	1	-1	4	5	2	45	2	-1	-4	-4	2	-1	-1	5	-1	5	1	-1	1	1	0	1	3	3	3	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21206	27	2120627	212062701	-1
2	101	110	-1	2	2	-1	4	5	1	46	2	-1	-4	-4	2	-1	-1	5	-1	5	1	-1	1	0	1	0	3	3	3	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21206	27	2120627	212062702	-1
2	101	110	-1	2	3	-1	4	5	1	19	1	2	-4	-4	1	2	1	1	-1	1	1	-1	1	8	8	8	0	13	13	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21206	27	2120627	212062703	-1
2	101	110	110	2	4	-1	4	5	1	17	1	2	-4	-4	1	1	-1	1	-1	1	1	-1	1	8	8	8	13	0	13	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21206	27	2120627	212062704	21206272
2	101	110	-1	2	5	-1	4	5	2	13	-1	-1	-4	-4	1	-1	-1	1	-1	1	1	-1	1	8	8	8	13	13	0	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21206	27	2120627	212062705	-1
2	101	110	110	1	1	1	-1	1	1	39	1	-1	-4	-4	2	-1	-1	5	-1	5	1	-1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21207	3	2120703	212070301	21207031
2	101	110	110	1	1	1	3	4	2	33	2	-1	-4	-4	2	-1	-1	5	-1	5	8	-1	4	1	0	1	3	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21207	8	2120708	212070801	21207081
2	101	110	-1	1	2	1	3	4	1	38	2	-1	-4	-4	2	-1	-1	5	-1	5	7	-1	3	0	1	0	3	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21207	8	2120708	212070802	-1
2	101	110	110	1	3	1	3	4	1	5	-1	-1	-4	-4	1	-1	-1	5	-1	5	6	-1	2	8	8	8	0	13	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21207	8	2120708	212070803	21207082
2	101	110	-1	1	4	1	3	4	2	1	-1	-1	-4	-4	-1	-1	-1	5	-1	5	6	-1	2	8	8	8	13	0	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21207	8	2120708	212070804	-1
2	101	110	110	1	1	1	-1	2	1	59	2	-1	-4	-4	2	-1	-1	1	-1	1	1	-1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21207	10	2120710	212071001	21207101
2	101	110	-1	1	2	1	-1	2	2	55	2	-1	-4	-4	2	-1	-1	1	-1	1	1	-1	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21207	10	2120710	212071002	-1
2	101	110	-1	2	1	-1	2	3	2	51	1	1	-4	-4	2	-1	-1	5	-1	5	1	-1	1	2	0	3	2	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21207	12	2120712	212071201	-1
2	101	110	110	2	2	-1	2	3	2	10	-1	-1	-4	-4	1	-1	-1	5	-1	5	1	-1	1	8	8	0	8	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21207	12	2120712	212071202	21207122
2	101	110	-1	2	3	-1	2	3	1	57	4	1	-4	-4	2	-1	-1	1	-1	1	1	-1	1	0	2	3	0	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21207	12	2120712	212071203	-1
2	101	110	110	1	1	1	2	3	2	38	2	-1	-4	-4	3	-1	1	1	-1	1	1	-1	1	1	0	3	1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21207	17	2120717	212071701	21207171
2	101	110	110	1	2	1	2	3	1	1	-1	-1	-4	-4	-1	-1	-1	1	-1	1	1	-1	1	8	8	0	8	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21207	17	2120717	212071702	21207172
2	101	110	-1	1	3	1	2	3	1	35	2	-1	-4	-4	2	-1	-1	1	-1	1	1	-1	1	0	1	3	0	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21207	17	2120717	212071703	-1
2	101	110	110	1	1	1	-1	2	1	69	2	-1	-4	-4	3	-1	1	1	-1	1	1	-1	1	1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21207	18	2120718	212071801	21207181
2	101	110	-1	1	2	1	-1	2	2	65	2	-1	-4	-4	2	-1	-1	6	-1	6	2	-1	1	0	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21207	18	2120718	212071802	-1
2	101	110	-1	2	1	-1	4	4	2	33	2	-1	-4	-4	2	-1	-1	2	-1	2	1	-1	1	1	0	1	3	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21207	19	2120719	212071901	-1
2	101	110	-1	2	2	-1	4	4	1	32	2	-1	-4	-4	2	-1	-1	2	-1	2	1	-1	1	0	1	0	3	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21207	19	2120719	212071902	-1
2	101	110	-1	2	3	-1	4	4	2	5	-1	-1	-4	-4	1	-1	-1	2	-1	2	1	-1	1	8	8	8	0	13	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21207	19	2120719	212071903	-1
2	101	110	110	2	4	-1	4	4	2	1	-1	-1	-4	-4	-1	-1	-1	2	-1	2	1	-1	1	8	8	8	13	0	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21207	19	2120719	212071904	21207192
2	101	110	-1	2	1	-1	3	3	2	40	2	-1	-4	-4	2	-1	-1	5	-1	5	1	-1	1	1	0	1	3	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21207	26	2120726	212072601	-1
2	101	110	-1	2	2	-1	3	3	1	42	2	-1	-4	-4	2	-1	-1	1	-1	1	1	-1	1	0	1	0	3	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21207	26	2120726	212072602	-1
2	101	110	110	2	3	-1	3	3	2	2	-1	-1	-4	-4	-1	-1	-1	5	-1	5	1	-1	1	8	8	8	0	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21207	26	2120726	212072603	21207262
2	202	110	110	1	1	1	3	4	2	31	2	-1	-4	-4	2	-1	-1	3	-1	3	1	-1	1	1	0	1	3	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21208	4	2120804	212080401	21208041
2	202	110	-1	1	2	1	3	4	1	29	2	-1	-4	-4	2	-1	-1	3	-1	3	1	-1	1	0	1	0	3	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21208	4	2120804	212080402	-1
2	202	110	110	1	3	1	3	4	1	3	-1	-1	-4	-4	-1	-1	-1	3	-1	3	1	-1	1	8	8	8	0	13	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21208	4	2120804	212080403	21208042
2	202	110	-1	1	4	1	3	4	1	1	-1	-1	-4	-4	-1	-1	-1	3	-1	3	1	-1	1	8	8	8	13	0	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21208	4	2120804	212080404	-1
2	202	110	-1	2	1	-1	4	4	2	31	1	2	-4	-4	2	-1	-1	3	-1	3	1	-1	1	0	0	3	3	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21208	6	2120806	212080601	-1
2	202	110	-1	2	2	-1	4	4	2	14	-1	-1	-4	-4	1	-1	-1	3	-1	3	1	-1	1	8	8	0	13	14	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21208	6	2120806	212080602	-1
2	202	110	-1	2	3	-1	4	4	1	11	-1	-1	-4	-4	1	-1	-1	3	-1	3	1	-1	1	8	8	13	0	14	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21208	6	2120806	212080603	-1
2	202	110	110	2	4	-1	4	4	2	9	-1	-1	-4	-4	1	-1	-1	3	-1	3	1	-1	1	8	8	14	14	0	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21208	6	2120806	212080604	21208062
2	202	110	-1	2	1	-1	2	3	2	40	1	1	-4	-4	2	-1	-1	3	-1	3	1	-1	1	2	0	3	2	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21208	9	2120809	212080901	-1
2	202	110	110	2	2	-1	2	3	2	15	-1	-1	-4	-4	1	-1	-1	3	-1	3	1	-1	1	21	8	0	21	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21208	9	2120809	212080902	21208092
2	202	110	-1	2	3	-1	2	3	1	43	4	1	-4	-4	2	-1	-1	3	-1	3	1	-1	1	0	2	21	0	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21208	9	2120809	212080903	-1
2	202	110	110	1	1	1	-1	1	2	87	5	-1	-4	-4	3	-1	1	3	-1	3	1	-1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21208	10	2120810	212081001	21208101
2	202	110	-1	2	1	-1	4	4	2	39	4	1	-4	-4	2	-1	-1	3	-1	3	1	-1	1	0	0	2	3	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21208	12	2120812	212081201	-1
2	202	110	-1	2	2	-1	4	4	1	41	4	1	-4	-4	2	-1	-1	3	-1	3	1	-1	1	2	2	0	22	22	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21208	12	2120812	212081202	-1
2	202	110	-1	2	3	-1	4	4	2	12	-1	-1	-4	-4	1	-1	-1	3	-1	3	1	-1	1	8	8	22	0	13	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21208	12	2120812	212081203	-1
2	202	110	110	2	4	-1	4	4	1	7	-1	-1	-4	-4	1	-1	-1	3	-1	3	1	-1	1	8	8	22	13	0	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21208	12	2120812	212081204	21208122
2	202	110	110	1	1	1	3	4	2	28	2	-1	-4	-4	3	-1	1	1	-1	1	1	-1	1	1	0	1	3	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21208	18	2120818	212081801	21208181
2	202	110	-1	1	2	1	3	4	1	33	2	-1	-4	-4	2	-1	-1	3	-1	3	1	-1	1	0	1	0	3	3	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21208	18	2120818	212081802	-1
2	202	110	110	1	3	1	3	4	2	5	-1	-1	-4	-4	1	-1	-1	3	-1	3	1	-1	1	8	8	8	0	13	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21208	18	2120818	212081803	21208182
2	202	110	-1	1	4	1	3	4	1	3	-1	-1	-4	-4	-1	-1	-1	3	-1	3	1	-1	1	8	8	8	13	0	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21208	18	2120818	212081804	-1
2	202	110	110	1	1	1	2	2	1	48	4	2	-4	-4	2	-1	-1	3	-1	3	1	-1	1	0	0	3	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21208	21	2120821	212082101	21208211
2	202	110	110	1	2	1	2	2	1	15	-1	-1	-4	-4	1	-1	-1	3	-1	3	1	-1	1	8	8	0	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21208	21	2120821	212082102	21208212
2	202	110	-1	2	1	-1	3	3	2	49	3	2	-4	-4	3	-1	1	3	-1	3	1	-1	1	0	0	3	3	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21208	27	2120827	212082701	-1
2	202	110	-1	2	2	-1	3	3	2	20	1	2	-4	-4	1	2	1	3	-1	3	1	-1	1	8	8	0	13	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21208	27	2120827	212082702	-1
2	202	110	110	2	3	-1	3	3	1	18	1	2	-4	-4	1	1	-1	5	-1	5	1	-1	1	8	8	13	0	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21208	27	2120827	212082703	21208272
2	202	110	-1	1	1	2	3	3	2	43	2	-1	-4	-4	2	-1	-1	1	-1	1	1	-1	1	1	0	1	3	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21209	7	2120907	212090701	-1
2	202	110	110	1	2	2	3	3	1	49	2	-1	-4	-4	2	-1	-1	3	-1	3	1	-1	1	0	1	0	3	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21209	7	2120907	212090702	21209071
2	202	110	110	1	3	2	3	3	2	8	-1	-1	-4	-4	1	-1	-1	1	-1	1	1	-1	1	8	8	8	0	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21209	7	2120907	212090703	21209072
2	202	110	110	1	1	1	-1	1	2	71	1	-1	-4	-4	3	-1	1	5	-1	5	1	-1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21209	8	2120908	212090801	21209081
2	202	110	-1	1	1	2	-1	2	1	68	2	-1	-4	-4	3	-1	1	3	-1	3	1	-1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21209	18	2120918	212091801	-1
2	202	110	110	1	2	2	-1	2	2	69	2	-1	-4	-4	3	-1	1	3	-1	3	1	-1	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21209	18	2120918	212091802	21209181
2	202	110	110	1	1	1	2	3	2	39	1	2	-4	-4	2	-1	-1	3	-1	3	1	-1	1	0	0	3	3	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21209	21	2120921	212092101	21209211
2	202	110	110	1	2	1	2	3	1	8	-1	-1	-4	-4	1	-1	-1	3	-1	3	1	-1	1	8	8	0	13	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21209	21	2120921	212092102	21209212
2	202	110	-1	1	3	1	2	3	1	6	-1	-1	-4	-4	1	-1	-1	3	-1	3	1	-1	1	8	8	13	0	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21209	21	2120921	212092103	-1
2	202	110	-1	2	1	-1	3	3	2	49	2	-1	-4	-4	2	-1	-1	5	-1	5	1	-1	1	1	0	1	3	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21209	23	2120923	212092301	-1
2	202	110	-1	2	2	-1	3	3	1	76	2	-1	-4	-4	3	-1	1	5	-1	5	1	-1	1	0	1	0	3	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21209	23	2120923	212092302	-1
2	202	110	110	2	3	-1	3	3	1	14	-1	-1	-4	-4	1	-1	-1	5	-1	5	1	-1	1	8	8	8	0	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21209	23	2120923	212092303	21209232
2	302	110	110	1	1	1	-1	1	1	82	5	-1	-4	-4	3	-1	1	2	-1	2	1	-1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21210	1	2121001	212100101	21210011
2	302	110	110	1	1	1	5	5	2	23	1	2	-4	-4	2	-1	-1	2	-1	2	1	-1	1	8	0	8	8	13	3	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21210	3	2121003	212100301	21210031
2	302	110	-1	1	2	1	5	5	2	54	2	-1	-4	-4	2	-1	-1	2	-1	2	1	-1	1	1	3	0	1	3	19	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21210	3	2121003	212100302	-1
2	302	110	-1	1	3	1	5	5	1	54	2	-1	-4	-4	2	-1	-1	2	-1	2	1	-1	1	0	3	1	0	3	19	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21210	3	2121003	212100303	-1
2	302	110	-1	1	4	1	5	5	1	25	1	2	-4	-4	2	-1	-1	2	-1	2	1	-1	1	8	13	8	8	0	21	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21210	3	2121003	212100304	-1
2	302	110	110	1	5	1	5	5	2	1	-1	-1	-4	-4	-1	-1	-1	2	-1	2	1	-1	1	20	8	20	20	21	0	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21210	3	2121003	212100305	21210032
2	302	110	-1	1	1	2	-1	2	1	60	2	-1	-4	-4	3	-1	1	2	-1	2	1	-1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	21210	4	2121004	212100401	-1
