seriali	serialh	surveyyr	Outcome	IOut	ScrType	DMHSize7	Sex	AgeR	MarSt2_r	LiveW2	WrkStat	PTWork	EverWk	natidgby5_r	natidniy5_r	natiduky5	ethgrp5	ethgrp2	RelHRPr	Rel01r	Rel02r	Rel03r	Rel04r	Rel05r	Rel06r	Rel07r	Country
900911251	90091125	9	110	110	1	2	2	52	2	-1	3	-1	2	4	-1	5	1	1	1	0	1	-1	-1	-1	-1	-1	101
900911252	90091125	9	110	-1	1	2	1	64	2	-1	3	-1	1	4	-1	5	1	1	0	1	0	-1	-1	-1	-1	-1	101
900912011	90091201	9	110	110	1	5	2	48	2	-1	2	-1	-1	4	-1	5	1	1	1	0	1	2	2	2	-1	-1	202
900912012	90091201	9	110	-1	1	5	1	52	2	-1	2	-1	-1	4	-1	5	1	1	0	1	0	2	2	2	-1	-1	202
900912013	90091201	9	110	110	1	5	2	17	1	2	1	1	-1	3	-1	3	1	1	3	3	3	0	4	4	-1	-1	202
900912014	90091201	9	110	-1	1	5	2	14	-1	-1	1	-1	-1	3	-1	3	1	1	3	3	3	4	0	4	-1	-1	202
900912015	90091201	9	110	-1	1	5	1	8	-1	-1	1	-1	-1	3	-1	3	1	1	3	3	3	4	4	0	-1	-1	202
900912021	90091202	9	110	110	1	1	1	46	1	-1	3	-1	1	4	-1	5	1	1	0	0	-1	-1	-1	-1	-1	-1	202
900912071	90091207	9	110	-1	2	4	2	35	2	-1	3	-1	1	4	-1	5	1	1	1	0	1	2	2	-1	-1	-1	202
900912072	90091207	9	110	-1	2	4	1	35	2	-1	2	-1	-1	3	-1	3	1	1	0	1	0	2	2	-1	-1	-1	202
900912073	90091207	9	110	110	2	4	1	6	-1	-1	1	-1	-1	3	-1	3	1	1	3	3	3	0	4	-1	-1	-1	202
900912074	90091207	9	110	-1	2	4	1	4	-1	-1	3	-1	-1	3	-1	3	1	1	3	3	3	4	0	-1	-1	-1	202
900912091	90091209	9	110	110	1	5	2	36	2	-1	3	-1	1	4	-1	5	1	1	0	0	2	2	2	1	-1	-1	202
900912092	90091209	9	110	110	1	5	1	13	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	0	4	4	3	-1	-1	202
900912093	90091209	9	110	-1	1	5	1	18	1	2	1	2	2	1	-1	1	1	1	3	3	4	0	4	3	-1	-1	202
900912094	90091209	9	110	-1	1	5	1	11	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	4	4	0	3	-1	-1	202
900912095	90091209	9	110	-1	1	5	1	38	2	-1	2	-1	-1	1	-1	1	1	1	1	1	2	2	2	0	-1	-1	202
900912131	90091213	9	110	-1	1	2	1	85	2	-1	3	-1	1	3	-1	3	1	1	0	0	1	-1	-1	-1	-1	-1	202
900912132	90091213	9	110	110	1	2	2	83	2	-1	3	-1	1	3	-1	3	1	1	1	1	0	-1	-1	-1	-1	-1	202
900912141	90091214	9	110	-1	2	4	1	37	1	1	2	-1	-1	3	-1	3	1	1	0	0	1	2	2	-1	-1	-1	202
900912142	90091214	9	110	-1	2	4	2	30	1	1	3	-1	1	3	-1	3	1	1	1	1	0	2	2	-1	-1	-1	202
900912143	90091214	9	110	110	2	4	1	6	-1	-1	1	-1	-1	3	-1	3	1	1	3	3	3	0	4	-1	-1	-1	202
900912144	90091214	9	110	-1	2	4	2	2	-1	-1	3	-1	-1	3	-1	3	1	1	3	3	3	4	0	-1	-1	-1	202
900912181	90091218	9	110	-1	2	3	2	53	2	-1	2	-1	-1	3	-1	3	1	1	1	0	1	2	-1	-1	-1	-1	202
900912182	90091218	9	110	-1	2	3	1	54	2	-1	2	-1	-1	3	-1	3	1	1	0	1	0	2	-1	-1	-1	-1	202
900912183	90091218	9	110	110	2	3	2	18	1	2	1	1	-1	3	-1	3	1	1	3	3	3	0	-1	-1	-1	-1	202
900912261	90091226	9	110	-1	2	4	2	42	2	-1	2	-1	-1	4	-1	5	1	1	0	0	1	2	2	-1	-1	-1	202
900912262	90091226	9	110	-1	2	4	2	50	2	-1	2	-1	-1	3	-1	3	1	1	1	1	0	2	2	-1	-1	-1	202
900912263	90091226	9	110	110	2	4	2	8	-1	-1	1	-1	-1	3	-1	3	1	1	3	3	3	0	4	-1	-1	-1	202
900912264	90091226	9	110	-1	2	4	1	7	-1	-1	1	-1	-1	3	-1	3	1	1	3	3	3	4	0	-1	-1	-1	202
901001021	90100102	9	110	110	1	2	2	37	1	2	2	-1	-1	3	-1	3	1	1	3	0	3	-1	-1	-1	-1	-1	201
901001022	90100102	9	110	-1	1	2	2	66	5	2	3	-1	1	3	-1	3	1	1	0	2	0	-1	-1	-1	-1	-1	201
901001051	90100105	9	110	110	2	3	2	17	1	2	1	2	1	4	-1	5	1	1	3	0	3	3	-1	-1	-1	-1	201
901001052	90100105	9	110	-1	2	3	2	47	2	-1	2	-1	-1	4	-1	5	1	1	1	2	0	1	-1	-1	-1	-1	201
901001053	90100105	9	110	-1	2	3	1	49	2	-1	2	-1	-1	4	-1	5	1	1	0	2	1	0	-1	-1	-1	-1	201
901001071	90100107	9	110	-1	2	4	2	28	2	-1	2	-1	-1	3	-1	3	1	1	1	0	1	2	2	-1	-1	-1	201
901001072	90100107	9	110	-1	2	4	1	30	2	-1	2	-1	-1	3	-1	3	1	1	0	1	0	2	2	-1	-1	-1	201
901001073	90100107	9	110	110	2	4	1	6	-1	-1	1	-1	-1	3	-1	3	1	1	3	3	3	0	4	-1	-1	-1	201
901001074	90100107	9	110	-1	2	4	1	5	-1	-1	1	-1	-1	3	-1	3	1	1	3	3	3	4	0	-1	-1	-1	201
901001091	90100109	9	110	110	1	2	1	70	2	-1	2	-1	-1	4	-1	5	1	1	0	0	1	-1	-1	-1	-1	-1	201
901001092	90100109	9	110	-1	1	2	2	68	2	-1	3	-1	1	4	-1	5	1	1	1	1	0	-1	-1	-1	-1	-1	201
901001101	90100110	9	110	-1	1	4	1	59	2	-1	3	-1	1	3	-1	3	1	1	1	0	1	2	2	-1	-1	-1	201
901001102	90100110	9	110	-1	1	4	2	59	2	-1	3	-1	1	3	-1	3	1	1	0	1	0	2	2	-1	-1	-1	201
901001103	90100110	9	110	110	1	4	1	20	1	2	2	-1	-1	3	-1	3	1	1	3	3	3	0	4	-1	-1	-1	201
901001104	90100110	9	110	-1	1	4	2	22	1	2	2	-1	-1	3	-1	3	1	1	3	3	3	4	0	-1	-1	-1	201
901001171	90100117	9	110	-1	2	3	2	33	3	2	2	-1	-1	4	-1	5	1	1	0	0	2	2	-1	-1	-1	-1	201
901001172	90100117	9	110	-1	2	3	2	7	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	0	4	-1	-1	-1	-1	201
901001173	90100117	9	110	110	2	3	2	5	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	4	0	-1	-1	-1	-1	201
901001201	90100120	9	110	-1	2	4	2	45	2	-1	2	-1	-1	2	-1	2	1	1	1	0	1	2	2	-1	-1	-1	201
901001202	90100120	9	110	-1	2	4	1	47	2	-1	2	-1	-1	4	-1	5	1	1	0	1	0	2	2	-1	-1	-1	201
901001203	90100120	9	110	110	2	4	2	9	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	3	0	4	-1	-1	-1	201
901001204	90100120	9	110	-1	2	4	1	6	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	3	4	0	-1	-1	-1	201
901001211	90100121	9	110	-1	2	2	2	42	1	2	2	-1	-1	4	-1	5	2	2	0	0	2	-1	-1	-1	-1	-1	201
901001212	90100121	9	110	110	2	2	1	5	-1	-1	1	-1	-1	4	-1	5	2	2	3	3	0	-1	-1	-1	-1	-1	201
901002011	90100201	9	110	110	1	1	1	72	1	-1	3	-1	1	4	-1	5	1	1	0	0	-1	-1	-1	-1	-1	-1	101
901002021	90100202	9	110	110	1	2	1	65	2	-1	3	-1	1	1	-1	1	1	1	0	0	1	-1	-1	-1	-1	-1	101
901002022	90100202	9	110	-1	1	2	2	64	2	-1	3	-1	1	1	-1	1	1	1	1	1	0	-1	-1	-1	-1	-1	101
901002101	90100210	9	110	110	1	1	1	48	1	-1	3	-1	1	4	-1	5	1	1	0	0	-1	-1	-1	-1	-1	-1	101
901002121	90100212	9	110	-1	2	3	2	46	2	-1	2	-1	-1	1	-1	1	1	1	0	0	1	2	-1	-1	-1	-1	101
901002122	90100212	9	110	-1	2	3	1	33	2	-1	2	-1	-1	1	-1	1	1	1	1	1	0	2	-1	-1	-1	-1	101
901002123	90100212	9	110	110	2	3	1	8	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	3	0	-1	-1	-1	-1	101
901002141	90100214	9	110	-1	2	4	2	36	2	-1	2	-1	-1	1	-1	1	1	1	1	0	1	2	2	-1	-1	-1	101
901002142	90100214	9	110	-1	2	4	1	49	2	-1	2	-1	-1	1	-1	1	1	1	0	1	0	2	2	-1	-1	-1	101
901002143	90100214	9	110	110	2	4	1	3	-1	-1	3	-1	-1	1	-1	1	1	1	3	3	3	0	4	-1	-1	-1	101
901002144	90100214	9	110	-1	2	4	1	 	-1	-1	3	-1	-1	1	-1	1	1	1	3	3	3	4	0	-1	-1	-1	101
901002181	90100218	9	110	-1	2	3	2	30	1	1	2	-1	-1	1	-1	1	1	1	1	0	1	2	-1	-1	-1	-1	101
901002182	90100218	9	110	-1	2	3	1	36	1	1	2	-1	-1	1	-1	1	1	1	0	1	0	2	-1	-1	-1	-1	101
901002183	90100218	9	110	110	2	3	1	2	-1	-1	3	-1	-1	1	-1	1	1	1	3	3	3	0	-1	-1	-1	-1	101
901002251	90100225	9	110	110	1	1	2	76	5	-1	3	-1	1	1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	101
901002261	90100226	9	110	-1	2	4	2	35	2	-1	2	-1	-1	1	-1	1	1	1	0	0	1	2	2	-1	-1	-1	101
901002262	90100226	9	110	-1	2	4	1	35	2	-1	2	-1	-1	1	-1	1	1	1	1	1	0	2	2	-1	-1	-1	101
901002263	90100226	9	110	110	2	4	1	3	-1	-1	3	-1	-1	1	-1	1	1	1	3	3	3	0	4	-1	-1	-1	101
901002264	90100226	9	110	-1	2	4	2	1	-1	-1	3	-1	-1	1	-1	1	1	1	3	3	3	4	0	-1	-1	-1	101
901002281	90100228	9	110	110	1	2	2	49	4	1	2	-1	-1	1	-1	1	1	1	1	0	1	-1	-1	-1	-1	-1	101
901002282	90100228	9	110	-1	1	2	1	53	4	1	2	-1	-1	1	-1	1	1	1	0	1	0	-1	-1	-1	-1	-1	101
901003011	90100301	9	110	110	1	2	1	49	2	-1	2	-1	-1	4	-1	5	1	1	0	0	1	-1	-1	-1	-1	-1	101
901003012	90100301	9	110	-1	1	2	2	49	2	-1	2	-1	-1	4	-1	5	1	1	1	1	0	-1	-1	-1	-1	-1	101
901003041	90100304	9	110	110	1	2	1	49	4	2	2	-1	-1	4	-1	5	1	1	0	0	2	-1	-1	-1	-1	-1	101
901003042	90100304	9	110	110	1	2	2	17	1	2	2	-1	-1	4	-1	5	1	1	3	3	0	-1	-1	-1	-1	-1	101
901003101	90100310	9	110	110	1	6	2	31	2	-1	3	-1	1	1	-1	1	1	1	0	0	2	2	2	2	1	-1	101
901003102	90100310	9	110	110	1	6	2	4	-1	-1	3	-1	-1	1	-1	1	1	1	3	3	0	4	4	4	3	-1	101
901003103	90100310	9	110	-1	1	6	1	11	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	4	0	4	4	3	-1	101
901003104	90100310	9	110	-1	1	6	2	3	-1	-1	3	-1	-1	1	-1	1	1	1	3	3	4	4	0	4	3	-1	101
901003105	90100310	9	110	-1	1	6	2	 	-1	-1	3	-1	-1	1	-1	1	1	1	3	3	4	4	4	0	3	-1	101
901003106	90100310	9	110	-1	1	6	1	33	2	-1	2	-1	-1	1	-1	1	1	1	1	1	2	2	2	2	0	-1	101
901003191	90100319	9	110	-1	2	5	1	42	2	-1	2	-1	-1	4	-1	5	4	2	0	0	1	2	2	2	-1	-1	101
901003192	90100319	9	110	-1	2	5	2	45	2	-1	3	-1	1	4	-1	5	4	2	1	1	0	2	2	2	-1	-1	101
901003193	90100319	9	110	110	2	5	1	14	-1	-1	1	-1	-1	4	-1	5	4	2	3	3	3	0	4	4	-1	-1	101
901003194	90100319	9	110	-1	2	5	1	12	-1	-1	1	-1	-1	4	-1	5	4	2	3	3	3	4	0	4	-1	-1	101
901003195	90100319	9	110	-1	2	5	1	10	-1	-1	1	-1	-1	4	-1	5	4	2	3	3	3	4	4	0	-1	-1	101
901003201	90100320	9	110	-1	2	4	2	32	2	-1	3	-1	1	1	-1	1	1	1	1	0	1	2	2	-1	-1	-1	101
901003202	90100320	9	110	-1	2	4	1	40	2	-1	2	-1	-1	1	-1	1	1	1	0	1	0	2	2	-1	-1	-1	101
901003203	90100320	9	110	110	2	4	1	6	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	3	0	4	-1	-1	-1	101
901003204	90100320	9	110	-1	2	4	1	2	-1	-1	3	-1	-1	1	-1	1	1	1	3	3	3	4	0	-1	-1	-1	101
901003231	90100323	9	110	110	1	3	1	37	2	-1	2	-1	-1	4	-1	5	1	1	0	0	1	2	-1	-1	-1	-1	101
901003232	90100323	9	110	-1	1	3	2	31	2	-1	2	-1	-1	4	-1	5	5	2	1	1	0	2	-1	-1	-1	-1	101
901003233	90100323	9	110	110	1	3	1	10	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	3	0	-1	-1	-1	-1	101
901003241	90100324	9	110	110	1	3	2	41	2	-1	2	-1	-1	4	-1	5	1	1	1	0	1	2	-1	-1	-1	-1	101
901003242	90100324	9	110	-1	1	3	1	41	2	-1	2	-1	-1	4	-1	5	1	1	0	1	0	2	-1	-1	-1	-1	101
901003243	90100324	9	110	110	1	3	1	18	1	2	3	-1	2	4	-1	5	1	1	3	3	3	0	-1	-1	-1	-1	101
901003251	90100325	9	110	110	1	3	2	37	1	1	2	-1	-1	1	-1	1	1	1	1	0	1	2	-1	-1	-1	-1	101
901003252	90100325	9	110	-1	1	3	1	37	1	1	2	-1	-1	1	-1	1	1	1	0	1	0	2	-1	-1	-1	-1	101
901003253	90100325	9	110	110	1	3	2	2	-1	-1	3	-1	-1	1	-1	1	1	1	3	3	3	0	-1	-1	-1	-1	101
901003281	90100328	9	110	110	1	1	1	73	4	-1	3	-1	1	1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	101
901004031	90100403	9	110	-1	2	5	1	35	2	-1	2	-1	-1	1	-1	1	1	1	0	0	1	2	2	2	-1	-1	101
901004032	90100403	9	110	-1	2	5	2	34	2	-1	2	-1	-1	5	-1	6	4	2	1	1	0	2	2	2	-1	-1	101
901004033	90100403	9	110	110	2	5	1	16	1	2	1	2	2	4	-1	5	4	2	3	3	3	0	4	4	-1	-1	101
901004034	90100403	9	110	-1	2	5	1	9	-1	-1	1	-1	-1	1	-1	1	4	2	3	3	3	4	0	4	-1	-1	101
901004035	90100403	9	110	-1	2	5	1	6	-1	-1	1	-1	-1	1	-1	1	4	2	3	3	3	4	4	0	-1	-1	101
901004051	90100405	9	110	-1	2	5	2	31	2	-1	3	-1	1	4	-1	5	4	2	1	0	1	2	2	2	-1	-1	101
901004052	90100405	9	110	-1	2	5	1	31	2	-1	2	-1	-1	4	-1	5	4	2	0	1	0	2	2	2	-1	-1	101
901004053	90100405	9	110	-1	2	5	1	8	-1	-1	1	-1	-1	4	-1	5	4	2	3	3	3	0	4	4	-1	-1	101
901004054	90100405	9	110	110	2	5	1	6	-1	-1	1	-1	-1	4	-1	5	4	2	3	3	3	4	0	4	-1	-1	101
901004055	90100405	9	110	-1	2	5	2	1	-1	-1	3	-1	-1	4	-1	5	4	2	3	3	3	4	4	0	-1	-1	101
901004081	90100408	9	110	-1	2	6	1	39	2	-1	2	-1	-1	4	-1	5	4	2	1	0	1	3	3	2	2	-1	101
901004082	90100408	9	110	-1	2	6	2	42	2	-1	3	-1	1	4	-1	5	4	2	0	1	0	5	5	2	2	-1	101
901004083	90100408	9	110	-1	2	6	2	60	2	-1	3	-1	2	4	-1	5	4	2	5	2	5	0	1	5	5	-1	101
901004084	90100408	9	110	-1	2	6	1	61	2	-1	2	-1	-1	4	-1	5	4	2	5	2	5	1	0	5	5	-1	101
901004085	90100408	9	110	110	2	6	1	4	-1	-1	3	-1	-1	4	-1	5	4	2	3	3	3	5	5	0	4	-1	101
901004086	90100408	9	110	-1	2	6	2	4	-1	-1	3	-1	-1	4	-1	5	4	2	3	3	3	5	5	4	0	-1	101
901004241	90100424	9	110	110	1	3	1	33	2	-1	2	-1	-1	4	-1	5	4	2	0	0	1	2	-1	-1	-1	-1	101
901004242	90100424	9	110	-1	1	3	2	26	2	-1	3	-1	2	4	-1	5	4	2	1	1	0	2	-1	-1	-1	-1	101
901004243	90100424	9	110	110	1	3	2	3	-1	-1	3	-1	-1	4	-1	5	4	2	3	3	3	0	-1	-1	-1	-1	101
901004281	90100428	9	110	110	1	2	1	48	1	1	2	-1	-1	1	-1	1	1	1	1	0	1	-1	-1	-1	-1	-1	101
901004282	90100428	9	110	-1	1	2	2	49	1	1	2	-1	-1	1	-1	1	1	1	0	1	0	-1	-1	-1	-1	-1	101
901005041	90100504	9	110	110	1	5	2	40	2	-1	3	-1	1	5	-1	6	3	2	1	0	1	2	2	2	-1	-1	101
901005042	90100504	9	110	-1	1	5	1	42	2	-1	2	-1	-1	4	-1	5	3	2	0	1	0	2	2	2	-1	-1	101
901005043	90100504	9	110	110	1	5	2	14	-1	-1	1	-1	-1	4	-1	5	3	2	3	3	3	0	4	4	-1	-1	101
901005044	90100504	9	110	-1	1	5	2	2	-1	-1	3	-1	-1	4	-1	5	3	2	3	3	3	4	0	4	-1	-1	101
901005045	90100504	9	110	-1	1	5	2	1	-1	-1	3	-1	-1	4	-1	5	3	2	3	3	3	4	4	0	-1	-1	101
901005051	90100505	9	110	-1	2	4	2	39	2	-1	3	-1	1	5	-1	6	1	1	1	0	1	2	2	-1	-1	-1	101
901005052	90100505	9	110	-1	2	4	1	39	2	-1	2	-1	-1	4	-1	5	1	1	0	1	0	2	2	-1	-1	-1	101
901005053	90100505	9	110	110	2	4	1	12	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	3	0	4	-1	-1	-1	101
901005054	90100505	9	110	-1	2	4	2	10	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	3	4	0	-1	-1	-1	101
901006031	90100603	9	110	-1	2	3	2	46	1	2	2	-1	-1	3	-1	3	1	1	0	0	2	2	-1	-1	-1	-1	202
901006032	90100603	9	110	-1	2	3	1	27	1	2	2	-1	-1	3	-1	3	1	1	3	3	0	4	-1	-1	-1	-1	202
901006033	90100603	9	110	110	2	3	1	18	1	2	1	1	-1	3	-1	3	1	1	3	3	4	0	-1	-1	-1	-1	202
901006131	90100613	9	110	110	1	5	1	49	2	-1	2	-1	-1	3	-1	3	1	1	1	0	1	2	2	2	-1	-1	202
901006132	90100613	9	110	-1	1	5	2	45	2	-1	2	-1	-1	3	-1	3	1	1	0	1	0	2	2	2	-1	-1	202
901006133	90100613	9	110	-1	1	5	2	17	1	2	1	2	2	3	-1	3	1	1	3	3	3	0	4	4	-1	-1	202
901006134	90100613	9	110	110	1	5	2	15	-1	-1	1	-1	-1	3	-1	3	1	1	3	3	3	4	0	4	-1	-1	202
901006135	90100613	9	110	-1	1	5	1	14	-1	-1	1	-1	-1	3	-1	3	1	1	3	3	3	4	4	0	-1	-1	202
901006171	90100617	9	110	-1	2	4	2	44	2	-1	2	-1	-1	3	-1	3	1	1	1	0	1	2	2	-1	-1	-1	202
901006172	90100617	9	110	-1	2	4	1	40	2	-1	2	-1	-1	3	-1	3	1	1	0	1	0	2	2	-1	-1	-1	202
901006173	90100617	9	110	110	2	4	2	14	-1	-1	1	-1	-1	3	-1	3	1	1	3	3	3	0	4	-1	-1	-1	202
901006174	90100617	9	110	-1	2	4	1	9	-1	-1	1	-1	-1	3	-1	3	1	1	3	3	3	4	0	-1	-1	-1	202
901006231	90100623	9	110	110	1	3	2	38	4	2	2	-1	-1	4	-1	5	1	1	0	0	2	2	-1	-1	-1	-1	202
901006232	90100623	9	110	-1	1	3	1	10	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	0	4	-1	-1	-1	-1	202
901006233	90100623	9	110	110	1	3	1	7	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	4	0	-1	-1	-1	-1	202
901006251	90100625	9	110	110	1	2	2	54	2	-1	3	-1	1	3	-1	3	1	1	1	0	1	-1	-1	-1	-1	-1	202
901006252	90100625	9	110	-1	1	2	1	51	2	-1	3	-1	1	3	-1	3	1	1	0	1	0	-1	-1	-1	-1	-1	202
901006281	90100628	9	110	110	1	2	2	65	2	-1	3	-1	1	3	-1	3	1	1	1	0	1	-1	-1	-1	-1	-1	202
901006282	90100628	9	110	-1	1	2	1	74	2	-1	2	-1	-1	3	-1	3	1	1	0	1	0	-1	-1	-1	-1	-1	202
901007011	90100701	9	110	110	1	2	2	71	2	-1	3	-1	1	4	-1	5	1	1	1	0	1	-1	-1	-1	-1	-1	101
901007012	90100701	9	110	-1	1	2	1	77	2	-1	3	-1	1	1	-1	1	1	1	0	1	0	-1	-1	-1	-1	-1	101
901007041	90100704	9	110	-1	1	2	2	24	2	-1	2	-1	-1	1	-1	1	1	1	1	0	1	-1	-1	-1	-1	-1	101
901007042	90100704	9	110	110	1	2	1	25	2	-1	2	-1	-1	1	-1	1	1	1	0	1	0	-1	-1	-1	-1	-1	101
901007081	90100708	9	110	-1	2	2	2	46	1	2	2	-1	-1	4	-1	5	1	1	0	0	2	-1	-1	-1	-1	-1	101
901007082	90100708	9	110	110	2	2	2	13	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	0	-1	-1	-1	-1	-1	101
901007091	90100709	9	110	110	1	1	2	72	5	-1	3	-1	1	1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	101
901007101	90100710	9	110	110	1	1	2	72	5	-1	3	-1	1	1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	101
901007171	90100717	9	110	-1	2	2	1	54	3	2	2	-1	-1	1	-1	1	1	1	0	0	2	-1	-1	-1	-1	-1	101
901007172	90100717	9	110	110	2	2	2	13	-1	-1	1	-1	-1	1	-1	1	2	2	3	3	0	-1	-1	-1	-1	-1	101
901007191	90100719	9	110	-1	2	5	2	48	2	-1	2	-1	-1	1	-1	1	1	1	1	0	1	2	2	2	-1	-1	101
901007192	90100719	9	110	-1	2	5	1	46	2	-1	2	-1	-1	1	-1	1	1	1	0	1	0	2	2	2	-1	-1	101
901007193	90100719	9	110	-1	2	5	2	17	1	2	1	1	-1	1	-1	1	1	1	3	3	3	0	4	4	-1	-1	101
901007194	90100719	9	110	-1	2	5	1	15	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	3	4	0	4	-1	-1	101
901007195	90100719	9	110	110	2	5	1	12	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	3	4	4	0	-1	-1	101
901007211	90100721	9	110	-1	2	3	2	34	2	-1	2	-1	-1	1	-1	1	1	1	1	0	1	2	-1	-1	-1	-1	101
901007212	90100721	9	110	-1	2	3	1	36	2	-1	2	-1	-1	1	-1	1	1	1	0	1	0	2	-1	-1	-1	-1	101
901007213	90100721	9	110	110	2	3	2	2	-1	-1	3	-1	-1	1	-1	1	1	1	3	3	3	0	-1	-1	-1	-1	101
901007251	90100725	9	110	110	1	3	2	44	2	-1	3	-1	1	4	-1	5	1	1	0	0	1	2	-1	-1	-1	-1	101
901007252	90100725	9	110	-1	1	3	1	44	2	-1	2	-1	-1	4	-1	5	1	1	1	1	0	2	-1	-1	-1	-1	101
901007253	90100725	9	110	110	1	3	1	4	-1	-1	3	-1	-1	4	-1	5	1	1	3	3	3	0	-1	-1	-1	-1	101
901007281	90100728	9	110	110	1	3	2	25	2	-1	3	-1	2	4	-1	5	4	2	0	0	2	1	-1	-1	-1	-1	101
901007282	90100728	9	110	110	1	3	1	1	-1	-1	3	-1	-1	4	-1	5	4	2	3	3	0	3	-1	-1	-1	-1	101
901007283	90100728	9	110	-1	1	3	1	30	2	-1	2	-1	-1	4	-1	5	4	2	1	1	2	0	-1	-1	-1	-1	101
901008011	90100801	9	110	110	1	3	2	38	2	-1	2	-1	-1	1	-1	1	1	1	0	0	1	2	-1	-1	-1	-1	101
901008012	90100801	9	110	-1	1	3	1	32	2	-1	2	-1	-1	1	-1	1	1	1	1	1	0	2	-1	-1	-1	-1	101
901008013	90100801	9	110	110	1	3	2	5	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	3	0	-1	-1	-1	-1	101
901008021	90100802	9	110	110	1	1	2	36	1	-1	2	-1	-1	1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	101
901008081	90100808	9	110	-1	2	5	2	45	2	-1	2	-1	-1	4	-1	5	1	1	1	0	1	2	2	2	-1	-1	101
901008082	90100808	9	110	-1	2	5	1	50	2	-1	2	-1	-1	4	-1	5	1	1	0	1	0	2	2	2	-1	-1	101
901008083	90100808	9	110	-1	2	5	1	23	1	2	2	-1	-1	4	-1	5	1	1	3	3	3	0	4	4	-1	-1	101
901008084	90100808	9	110	-1	2	5	2	18	1	2	2	-1	-1	4	-1	5	1	1	3	3	3	4	0	4	-1	-1	101
901008085	90100808	9	110	110	2	5	2	4	-1	-1	3	-1	-1	4	-1	5	1	1	3	3	3	4	4	0	-1	-1	101
901008091	90100809	9	110	110	1	3	1	55	2	-1	2	-1	-1	1	-1	1	1	1	0	0	1	2	-1	-1	-1	-1	101
901008092	90100809	9	110	-1	1	3	2	54	2	-1	2	-1	-1	1	-1	1	1	1	1	1	0	2	-1	-1	-1	-1	101
901008093	90100809	9	110	-1	1	3	2	22	1	2	2	-1	-1	1	-1	1	1	1	3	3	3	0	-1	-1	-1	-1	101
901008101	90100810	9	110	-1	1	2	2	76	2	-1	3	-1	1	1	-1	1	1	1	1	0	1	-1	-1	-1	-1	-1	101
901008102	90100810	9	110	110	1	2	1	74	2	-1	3	-1	1	1	-1	1	1	1	0	1	0	-1	-1	-1	-1	-1	101
901008181	90100818	9	110	-1	2	3	2	33	2	-1	2	-1	-1	1	-1	1	1	1	1	0	1	2	-1	-1	-1	-1	101
901008182	90100818	9	110	-1	2	3	1	32	2	-1	2	-1	-1	1	-1	1	1	1	0	1	0	2	-1	-1	-1	-1	101
901008183	90100818	9	110	110	2	3	2	2	-1	-1	3	-1	-1	1	-1	1	1	1	3	3	3	0	-1	-1	-1	-1	101
901008241	90100824	9	110	110	1	4	1	44	1	1	2	-1	-1	4	-1	5	1	1	0	0	1	2	2	-1	-1	-1	101
901008242	90100824	9	110	-1	1	4	2	37	1	1	2	-1	-1	4	-1	5	1	1	1	1	0	2	2	-1	-1	-1	101
901008243	90100824	9	110	-1	1	4	1	1	-1	-1	3	-1	-1	4	-1	5	1	1	3	3	3	0	4	-1	-1	-1	101
901008244	90100824	9	110	-1	1	4	1	1	-1	-1	3	-1	-1	4	-1	5	1	1	3	3	3	4	0	-1	-1	-1	101
901008251	90100825	9	110	110	1	1	2	85	5	-1	3	-1	1	1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	101
901009041	90100904	9	110	110	1	6	1	39	2	-1	2	-1	-1	-1	3	5	1	1	0	0	1	2	2	2	2	-1	401
901009042	90100904	9	110	-1	1	6	2	34	2	-1	2	-1	-1	-1	3	5	1	1	1	1	0	2	2	2	2	-1	401
901009043	90100904	9	110	110	1	6	1	12	-1	-1	1	-1	-1	-1	3	5	1	1	3	3	3	0	4	4	4	-1	401
901009044	90100904	9	110	-1	1	6	2	8	-1	-1	1	-1	-1	-1	3	5	1	1	3	3	3	4	0	4	4	-1	401
901009045	90100904	9	110	-1	1	6	2	6	-1	-1	1	-1	-1	-1	3	5	1	1	3	3	3	4	4	0	4	-1	401
