seriali	serialh	surveyyr	Outcome	IOut	ScrType	DMHSize7	Sex	AgeR	MarSt2_r	LiveW2	WrkStat	PTWork	EverWk	natidgby5_r	natidniy5_r	natiduky5	ethgrp5	ethgrp2	RelHRPr	Rel01r	Rel02r	Rel03r	Rel04r	Rel05r	Rel06r	Rel07r	Country
100101011	10010101	10	110	110	1	2	1	29	1	1	2	-1	-1	2	-1	2	1	1	0	0	1	-1	-1	-1	-1	-1	301
100101012	10010101	10	110	-1	1	2	2	27	1	1	3	-1	2	4	-1	5	1	1	1	1	0	-1	-1	-1	-1	-1	301
100101021	10010102	10	110	-1	1	4	1	23	1	2	3	-1	2	2	-1	2	1	1	3	0	4	3	3	-1	-1	-1	301
100101022	10010102	10	110	110	1	4	1	22	1	2	3	-1	2	2	-1	2	1	1	3	4	0	3	3	-1	-1	-1	301
100101023	10010102	10	110	-1	1	4	1	57	2	-1	2	-1	-1	2	-1	2	1	1	0	2	2	0	1	-1	-1	-1	301
100101024	10010102	10	110	-1	1	4	2	58	2	-1	2	-1	-1	2	-1	2	1	1	1	2	2	1	0	-1	-1	-1	301
100101091	10010109	10	110	110	1	2	1	74	2	-1	3	-1	1	4	-1	5	1	1	0	0	1	-1	-1	-1	-1	-1	301
100101092	10010109	10	110	-1	1	2	2	73	2	-1	3	-1	1	4	-1	5	1	1	1	1	0	-1	-1	-1	-1	-1	301
100101101	10010110	10	110	-1	1	2	1	72	2	-1	3	-1	1	2	-1	2	1	1	1	0	1	-1	-1	-1	-1	-1	301
100101102	10010110	10	110	110	1	2	2	71	2	-1	3	-1	1	2	-1	2	1	1	0	1	0	-1	-1	-1	-1	-1	301
100101151	10010115	10	110	-1	2	5	2	43	2	-1	2	-1	-1	2	-1	2	1	1	1	0	1	2	2	2	-1	-1	301
100101152	10010115	10	110	-1	2	5	1	43	2	-1	2	-1	-1	2	-1	2	1	1	0	1	0	2	2	2	-1	-1	301
100101153	10010115	10	110	-1	2	5	1	12	-1	-1	1	-1	-1	2	-1	2	1	1	3	3	3	0	4	4	-1	-1	301
100101154	10010115	10	110	110	2	5	2	16	1	2	1	1	-1	2	-1	2	1	1	3	3	3	4	0	4	-1	-1	301
100101155	10010115	10	110	-1	2	5	2	9	-1	-1	1	-1	-1	2	-1	2	1	1	3	3	3	4	4	0	-1	-1	301
100101191	10010119	10	110	-1	2	5	2	41	2	-1	2	-1	-1	2	-1	2	1	1	1	0	1	2	2	2	-1	-1	301
100101192	10010119	10	110	-1	2	5	1	45	2	-1	2	-1	-1	2	-1	2	1	1	0	1	0	2	2	2	-1	-1	301
100101193	10010119	10	110	-1	2	5	1	6	-1	-1	1	-1	-1	2	-1	2	1	1	3	3	3	0	4	4	-1	-1	301
100101194	10010119	10	110	-1	2	5	1	12	-1	-1	1	-1	-1	2	-1	2	1	1	3	3	3	4	0	4	-1	-1	301
100101195	10010119	10	110	110	2	5	1	9	-1	-1	1	-1	-1	2	-1	2	1	1	3	3	3	4	4	0	-1	-1	301
100102021	10010202	10	110	-1	1	5	1	32	2	-1	2	-1	-1	-1	3	5	1	1	0	0	1	2	2	2	-1	-1	402
100102022	10010202	10	110	110	1	5	2	38	2	-1	3	-1	1	-1	3	5	1	1	1	1	0	2	2	2	-1	-1	402
100102023	10010202	10	110	-1	1	5	1	7	-1	-1	1	-1	-1	-1	3	5	1	1	3	3	3	0	4	4	-1	-1	402
100102024	10010202	10	110	110	1	5	1	3	-1	-1	3	-1	-1	-1	3	5	1	1	3	3	3	4	0	4	-1	-1	402
100102025	10010202	10	110	-1	1	5	1	1	-1	-1	3	-1	-1	-1	3	5	1	1	3	3	3	4	4	0	-1	-1	402
100102081	10010208	10	110	-1	2	4	1	38	2	-1	2	-1	-1	-1	3	5	1	1	0	0	1	2	4	-1	-1	-1	402
100102082	10010208	10	110	-1	2	4	2	27	2	-1	3	-1	1	-1	1	6	1	1	1	1	0	2	2	-1	-1	-1	402
100102083	10010208	10	110	-1	2	4	2	6	-1	-1	1	-1	-1	-1	3	5	1	1	3	3	3	0	4	-1	-1	-1	402
100102084	10010208	10	110	110	2	4	1	4	-1	-1	3	-1	-1	-1	3	5	2	2	4	4	3	4	0	-1	-1	-1	402
100102101	10010210	10	110	110	1	7	2	29	1	2	3	-1	2	-1	3	5	1	1	0	0	2	2	2	2	2	2	402
100102102	10010210	10	110	110	1	7	1	10	-1	-1	1	-1	-1	-1	3	5	1	1	3	3	0	4	4	4	4	4	402
100102103	10010210	10	110	-1	1	7	2	9	-1	-1	1	-1	-1	-1	3	5	1	1	3	3	4	0	4	4	4	4	402
100102104	10010210	10	110	-1	1	7	1	7	-1	-1	1	-1	-1	-1	3	5	1	1	3	3	4	4	0	4	4	4	402
100102105	10010210	10	110	-1	1	7	2	6	-1	-1	1	-1	-1	-1	3	5	1	1	3	3	4	4	4	0	4	4	402
100102106	10010210	10	110	-1	1	7	2	3	-1	-1	3	-1	-1	-1	3	5	1	1	3	3	4	4	4	4	0	4	402
100102107	10010210	10	110	-1	1	7	2	2	-1	-1	3	-1	-1	-1	3	5	1	1	3	3	4	4	4	4	4	0	402
100102141	10010214	10	110	-1	2	4	1	46	2	-1	2	-1	-1	-1	3	5	1	1	0	0	1	2	4	-1	-1	-1	402
100102142	10010214	10	110	-1	2	4	2	46	2	-1	2	-1	-1	-1	3	5	1	1	1	1	0	2	2	-1	-1	-1	402
100102143	10010214	10	110	-1	2	4	2	14	-1	-1	1	-1	-1	-1	3	5	1	1	3	3	3	0	4	-1	-1	-1	402
100102144	10010214	10	110	110	2	4	1	11	-1	-1	1	-1	-1	-1	3	5	1	1	4	4	3	4	0	-1	-1	-1	402
100102161	10010216	10	110	-1	2	4	1	38	2	-1	2	-1	-1	-1	3	5	1	1	0	0	1	2	2	-1	-1	-1	402
100102162	10010216	10	110	-1	2	4	2	33	2	-1	2	-1	-1	-1	3	5	1	1	1	1	0	2	2	-1	-1	-1	402
100102163	10010216	10	110	-1	2	4	2	4	-1	-1	3	-1	-1	-1	3	5	1	1	3	3	3	0	4	-1	-1	-1	402
100102164	10010216	10	110	110	2	4	1	3	-1	-1	3	-1	-1	-1	3	5	1	1	3	3	3	4	0	-1	-1	-1	402
100102231	10010223	10	110	110	1	2	1	40	2	-1	2	-1	-1	-1	1	6	1	1	0	0	1	-1	-1	-1	-1	-1	402
100102232	10010223	10	110	-1	1	2	2	33	2	-1	2	-1	-1	-1	1	6	1	1	1	1	0	-1	-1	-1	-1	-1	402
100102251	10010225	10	110	110	1	3	1	59	2	-1	2	-1	-1	-1	1	6	1	1	0	0	1	2	-1	-1	-1	-1	402
100102252	10010225	10	110	-1	1	3	2	60	2	-1	3	-1	1	-1	1	6	1	1	1	1	0	2	-1	-1	-1	-1	402
100102253	10010225	10	110	110	1	3	2	16	1	2	1	2	2	-1	1	6	1	1	3	3	3	0	-1	-1	-1	-1	402
100102281	10010228	10	110	110	1	2	1	61	2	-1	3	-1	1	-1	3	5	1	1	0	0	1	-1	-1	-1	-1	-1	402
100102282	10010228	10	110	-1	1	2	2	59	2	-1	3	-1	1	-1	3	5	1	1	1	1	0	-1	-1	-1	-1	-1	402
100103011	10010301	10	110	110	1	1	1	66	1	-1	3	-1	1	1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	101
100103101	10010310	10	110	110	1	3	2	30	1	2	3	-1	2	5	-1	6	1	1	0	0	2	2	-1	-1	-1	-1	101
100103102	10010310	10	110	110	1	3	2	6	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	0	4	-1	-1	-1	-1	101
100103103	10010310	10	110	-1	1	3	2	6	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	4	0	-1	-1	-1	-1	101
100103161	10010316	10	110	-1	2	5	2	22	2	-1	3	-1	2	5	-1	6	1	1	1	0	2	2	2	1	-1	-1	101
100103162	10010316	10	110	110	2	5	2	6	-1	-1	1	-1	-1	5	-1	6	1	1	3	3	0	4	4	3	-1	-1	101
100103163	10010316	10	110	-1	2	5	1	3	-1	-1	3	-1	-1	5	-1	6	1	1	3	3	4	0	4	3	-1	-1	101
100103164	10010316	10	110	-1	2	5	1	 	-1	-1	3	-1	-1	5	-1	6	1	1	3	3	4	4	0	3	-1	-1	101
100103165	10010316	10	110	-1	2	5	1	28	2	-1	2	-1	-1	5	-1	6	1	1	0	1	2	2	2	0	-1	-1	101
100103221	10010322	10	110	-1	2	4	2	29	2	-1	2	-1	-1	4	-1	5	4	2	1	0	1	2	2	-1	-1	-1	101
100103222	10010322	10	110	-1	2	4	1	36	2	-1	2	-1	-1	4	-1	5	4	2	0	1	0	2	2	-1	-1	-1	101
100103223	10010322	10	110	110	2	4	1	6	-1	-1	1	-1	-1	4	-1	5	4	2	3	3	3	0	4	-1	-1	-1	101
100103224	10010322	10	110	-1	2	4	1	1	-1	-1	3	-1	-1	4	-1	5	4	2	3	3	3	4	0	-1	-1	-1	101
100103281	10010328	10	110	110	1	3	2	31	2	-1	2	-1	-1	5	-1	6	4	2	1	0	1	2	-1	-1	-1	-1	101
100103282	10010328	10	110	-1	1	3	1	36	2	-1	2	-1	-1	4	-1	5	4	2	0	1	0	2	-1	-1	-1	-1	101
100103283	10010328	10	110	110	1	3	1	3	-1	-1	3	-1	-1	4	-1	5	4	2	3	3	3	0	-1	-1	-1	-1	101
100104011	10010401	10	110	110	1	1	2	67	1	-1	3	-1	1	-1	3	5	1	1	0	0	-1	-1	-1	-1	-1	-1	402
100104041	10010404	10	110	-1	1	3	1	38	1	2	3	-1	1	-1	3	1	1	1	3	0	3	3	-1	-1	-1	-1	402
100104042	10010404	10	110	-1	1	3	1	69	2	-1	3	-1	1	-1	3	5	1	1	0	2	0	1	-1	-1	-1	-1	402
100104043	10010404	10	110	110	1	3	2	67	2	-1	3	-1	1	-1	3	5	1	1	1	2	1	0	-1	-1	-1	-1	402
100104091	10010409	10	110	110	1	2	1	70	2	-1	2	-1	-1	-1	2	4	1	1	0	0	1	-1	-1	-1	-1	-1	402
100104092	10010409	10	110	-1	1	2	2	52	2	-1	2	-1	-1	-1	4	6	1	1	1	1	0	-1	-1	-1	-1	-1	402
100104111	10010411	10	110	-1	2	4	1	44	2	-1	2	-1	-1	-1	3	5	1	1	0	0	1	2	2	-1	-1	-1	402
100104112	10010411	10	110	-1	2	4	2	43	2	-1	2	-1	-1	-1	3	5	1	1	1	1	0	2	2	-1	-1	-1	402
100104113	10010411	10	110	-1	2	4	1	12	-1	-1	1	-1	-1	-1	3	5	1	1	3	3	3	0	4	-1	-1	-1	402
100104114	10010411	10	110	110	2	4	1	10	-1	-1	1	-1	-1	-1	3	5	1	1	3	3	3	4	0	-1	-1	-1	402
100104151	10010415	10	110	-1	2	5	1	48	2	-1	2	-1	-1	-1	2	4	1	1	0	0	1	2	2	2	-1	-1	402
100104152	10010415	10	110	-1	2	5	2	48	2	-1	2	-1	-1	-1	2	4	1	1	1	1	0	2	2	2	-1	-1	402
100104153	10010415	10	110	-1	2	5	2	19	1	2	1	2	2	-1	2	4	1	1	3	3	3	0	4	4	-1	-1	402
100104154	10010415	10	110	110	2	5	2	18	1	2	1	2	2	-1	2	4	1	1	3	3	3	4	0	4	-1	-1	402
100104155	10010415	10	110	-1	2	5	2	15	-1	-1	1	-1	-1	-1	2	4	1	1	3	3	3	4	4	0	-1	-1	402
100104171	10010417	10	110	-1	2	5	1	32	2	-1	2	-1	-1	-1	3	5	1	1	0	0	1	2	2	2	-1	-1	402
100104172	10010417	10	110	-1	2	5	2	34	2	-1	2	-1	-1	-1	3	5	1	1	1	1	0	2	2	2	-1	-1	402
100104173	10010417	10	110	-1	2	5	2	4	-1	-1	3	-1	-1	-1	3	5	1	1	3	3	3	0	4	4	-1	-1	402
100104174	10010417	10	110	110	2	5	2	3	-1	-1	3	-1	-1	-1	3	5	1	1	3	3	3	4	0	4	-1	-1	402
100104175	10010417	10	110	-1	2	5	2	 	-1	-1	3	-1	-1	-1	3	5	1	1	3	3	3	4	4	0	-1	-1	402
100104231	10010423	10	110	110	1	1	2	85	5	-1	3	-1	1	-1	1	6	1	1	0	0	-1	-1	-1	-1	-1	-1	402
100104251	10010425	10	110	-1	1	2	1	68	2	-1	3	-1	1	-1	3	5	1	1	1	0	1	-1	-1	-1	-1	-1	402
100104252	10010425	10	110	110	1	2	2	61	2	-1	3	-1	1	-1	3	5	1	1	0	1	0	-1	-1	-1	-1	-1	402
100104271	10010427	10	110	-1	2	2	2	39	1	2	2	-1	-1	-1	3	5	1	1	0	0	2	-1	-1	-1	-1	-1	402
100104272	10010427	10	110	110	2	2	1	2	-1	-1	3	-1	-1	-1	3	5	1	1	3	3	0	-1	-1	-1	-1	-1	402
100104281	10010428	10	110	110	1	1	1	55	4	-1	2	-1	-1	-1	1	6	1	1	0	0	-1	-1	-1	-1	-1	-1	402
100105041	10010504	10	110	110	1	3	1	30	1	2	3	-1	1	4	-1	5	4	2	3	0	3	3	-1	-1	-1	-1	101
100105042	10010504	10	110	-1	1	3	1	62	2	-1	2	-1	-1	4	-1	5	4	2	0	2	0	1	-1	-1	-1	-1	101
100105043	10010504	10	110	-1	1	3	2	58	2	-1	2	-1	-1	4	-1	5	4	2	1	2	1	0	-1	-1	-1	-1	101
100105051	10010505	10	110	-1	2	3	2	41	1	2	2	-1	-1	4	-1	5	4	2	0	0	2	2	-1	-1	-1	-1	101
100105052	10010505	10	110	110	2	3	1	14	-1	-1	1	-1	-1	4	-1	5	4	2	3	3	0	4	-1	-1	-1	-1	101
100105053	10010505	10	110	-1	2	3	2	19	1	2	1	2	1	4	-1	5	4	2	3	3	4	0	-1	-1	-1	-1	101
100105061	10010506	10	210	-1	2	3	2	46	2	-1	3	-1	1	4	-1	5	4	2	1	0	2	1	-1	-1	-1	-1	101
100105062	10010506	10	210	210	2	3	2	7	-1	-1	1	-1	-1	4	-1	5	4	2	3	3	0	3	-1	-1	-1	-1	101
100105063	10010506	10	210	-1	2	3	1	57	2	-1	3	-1	2	4	-1	5	4	2	0	1	2	0	-1	-1	-1	-1	101
100105071	10010507	10	110	-1	2	4	2	42	2	-1	2	-1	-1	4	-1	5	4	2	1	0	2	1	2	-1	-1	-1	101
100105072	10010507	10	110	110	2	4	1	12	-1	-1	1	-1	-1	4	-1	5	4	2	3	3	0	3	4	-1	-1	-1	101
100105073	10010507	10	110	-1	2	4	1	48	2	-1	2	-1	-1	4	-1	5	4	2	0	1	2	0	2	-1	-1	-1	101
100105074	10010507	10	110	-1	2	4	2	13	-1	-1	1	-1	-1	4	-1	5	4	2	3	3	4	3	0	-1	-1	-1	101
100105161	10010516	10	110	-1	2	5	2	35	2	-1	2	-1	-1	1	-1	1	4	2	1	0	2	1	2	2	-1	-1	101
100105162	10010516	10	110	110	2	5	2	8	-1	-1	1	-1	-1	1	-1	1	4	2	3	3	0	3	4	4	-1	-1	101
100105163	10010516	10	110	-1	2	5	1	39	2	-1	2	-1	-1	4	-1	5	4	2	0	1	2	0	2	2	-1	-1	101
100105164	10010516	10	110	-1	2	5	2	6	-1	-1	1	-1	-1	1	-1	1	4	2	3	3	4	3	0	4	-1	-1	101
100105165	10010516	10	110	-1	2	5	1	7	-1	-1	1	-1	-1	1	-1	1	4	2	3	3	4	3	4	0	-1	-1	101
100105241	10010524	10	110	110	1	1	2	67	3	-1	2	-1	-1	4	-1	5	3	2	0	0	-1	-1	-1	-1	-1	-1	101
100105251	10010525	10	110	110	1	5	2	39	4	2	2	-1	-1	4	-1	5	4	2	0	0	2	2	2	2	-1	-1	101
100105252	10010525	10	110	110	1	5	2	6	-1	-1	1	-1	-1	4	-1	5	4	2	3	3	0	4	4	4	-1	-1	101
100105253	10010525	10	110	-1	1	5	2	15	-1	-1	1	-1	-1	4	-1	5	4	2	3	3	4	0	4	4	-1	-1	101
100105254	10010525	10	110	-1	1	5	1	6	-1	-1	1	-1	-1	4	-1	5	4	2	3	3	4	4	0	4	-1	-1	101
100105255	10010525	10	110	-1	1	5	2	13	-1	-1	1	-1	-1	4	-1	5	4	2	3	3	4	4	4	0	-1	-1	101
100106021	10010602	10	110	-1	1	2	1	66	2	-1	3	-1	1	-1	1	6	1	1	0	0	1	-1	-1	-1	-1	-1	402
100106022	10010602	10	110	110	1	2	2	59	2	-1	3	-1	1	-1	1	6	1	1	1	1	0	-1	-1	-1	-1	-1	402
100106041	10010604	10	110	110	1	3	1	36	2	-1	2	-1	-1	-1	1	6	1	1	0	0	1	2	-1	-1	-1	-1	402
100106042	10010604	10	110	-1	1	3	2	32	2	-1	2	-1	-1	-1	4	4	1	1	1	1	0	2	-1	-1	-1	-1	402
100106043	10010604	10	110	110	1	3	2	14	-1	-1	1	-1	-1	-1	1	6	1	1	3	3	3	0	-1	-1	-1	-1	402
100106061	10010606	10	110	-1	2	3	1	43	1	1	2	-1	-1	-1	3	5	1	1	0	0	1	2	-1	-1	-1	-1	402
100106062	10010606	10	110	-1	2	3	2	34	1	1	2	-1	-1	-1	1	6	1	1	1	1	0	2	-1	-1	-1	-1	402
100106063	10010606	10	110	110	2	3	1	6	-1	-1	1	-1	-1	-1	1	6	1	1	3	3	3	0	-1	-1	-1	-1	402
100106091	10010609	10	110	110	1	4	1	43	2	-1	2	-1	-1	-1	3	5	1	1	0	0	1	2	2	-1	-1	-1	402
100106092	10010609	10	110	-1	1	4	2	42	2	-1	2	-1	-1	-1	2	4	1	1	1	1	0	2	2	-1	-1	-1	402
100106093	10010609	10	110	110	1	4	1	12	-1	-1	1	-1	-1	-1	2	4	1	1	3	3	3	0	4	-1	-1	-1	402
100106094	10010609	10	110	-1	1	4	1	9	-1	-1	1	-1	-1	-1	2	4	1	1	3	3	3	4	0	-1	-1	-1	402
100106111	10010611	10	110	-1	2	3	1	46	2	-1	2	-1	-1	-1	1	6	1	1	1	0	1	2	-1	-1	-1	-1	402
100106112	10010611	10	110	-1	2	3	2	46	2	-1	2	-1	-1	-1	1	6	1	1	0	1	0	2	-1	-1	-1	-1	402
100106113	10010611	10	110	110	2	3	2	5	-1	-1	1	-1	-1	-1	1	6	1	1	3	3	3	0	-1	-1	-1	-1	402
100106121	10010612	10	110	-1	2	4	1	38	2	-1	2	-1	-1	-1	3	5	1	1	0	0	1	2	2	-1	-1	-1	402
100106122	10010612	10	110	-1	2	4	2	37	2	-1	3	-1	1	-1	3	5	1	1	1	1	0	2	2	-1	-1	-1	402
100106123	10010612	10	110	110	2	4	2	8	-1	-1	1	-1	-1	-1	3	5	1	1	3	3	3	0	4	-1	-1	-1	402
100106124	10010612	10	110	-1	2	4	1	5	-1	-1	1	-1	-1	-1	3	5	1	1	3	3	3	4	0	-1	-1	-1	402
100106241	10010624	10	110	-1	1	4	1	37	2	-1	2	-1	-1	-1	3	5	1	1	1	0	1	2	2	-1	-1	-1	402
100106242	10010624	10	110	110	1	4	2	36	2	-1	2	-1	-1	-1	2	4	1	1	0	1	0	2	2	-1	-1	-1	402
100106243	10010624	10	110	110	1	4	2	4	-1	-1	3	-1	-1	-1	2	4	1	1	3	3	3	0	4	-1	-1	-1	402
100106244	10010624	10	110	-1	1	4	2	1	-1	-1	3	-1	-1	-1	2	4	1	1	3	3	3	4	0	-1	-1	-1	402
100106261	10010626	10	110	-1	2	5	1	43	2	-1	2	-1	-1	-1	3	5	1	1	0	0	1	2	2	2	-1	-1	402
100106262	10010626	10	110	-1	2	5	2	46	2	-1	3	-1	1	-1	3	5	1	1	1	1	0	2	2	2	-1	-1	402
100106263	10010626	10	110	110	2	5	2	16	1	2	1	2	2	-1	3	5	1	1	3	3	3	0	4	4	-1	-1	402
100106264	10010626	10	110	-1	2	5	2	14	-1	-1	1	-1	-1	-1	3	5	1	1	3	3	3	4	0	4	-1	-1	402
100106265	10010626	10	110	-1	2	5	2	11	-1	-1	1	-1	-1	-1	3	5	1	1	3	3	3	4	4	0	-1	-1	402
100107011	10010701	10	110	110	1	2	1	69	2	-1	3	-1	1	4	-1	5	1	1	0	0	1	-1	-1	-1	-1	-1	101
100107012	10010701	10	110	-1	1	2	2	68	2	-1	3	-1	1	4	-1	5	1	1	1	1	0	-1	-1	-1	-1	-1	101
100107021	10010702	10	110	110	1	2	1	83	2	-1	3	-1	1	4	-1	5	1	1	1	0	1	-1	-1	-1	-1	-1	101
100107022	10010702	10	110	-1	1	2	2	82	2	-1	3	-1	1	4	-1	5	1	1	0	1	0	-1	-1	-1	-1	-1	101
100107031	10010703	10	110	-1	2	4	2	33	2	-1	2	-1	-1	4	-1	5	1	1	1	0	1	2	2	-1	-1	-1	101
100107032	10010703	10	110	-1	2	4	1	45	2	-1	2	-1	-1	4	-1	5	1	1	0	1	0	2	2	-1	-1	-1	101
100107033	10010703	10	110	-1	2	4	2	8	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	3	0	4	-1	-1	-1	101
100107034	10010703	10	110	110	2	4	1	9	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	3	4	0	-1	-1	-1	101
100107091	10010709	10	110	110	1	2	1	58	5	1	2	-1	-1	4	-1	5	1	1	0	0	1	-1	-1	-1	-1	-1	101
100107092	10010709	10	110	-1	1	2	2	56	4	1	3	-1	1	4	-1	5	1	1	1	1	0	-1	-1	-1	-1	-1	101
100107121	10010712	10	110	-1	2	4	2	36	2	-1	2	-1	-1	4	-1	5	1	1	1	0	1	2	2	-1	-1	-1	101
100107122	10010712	10	110	-1	2	4	1	39	2	-1	2	-1	-1	4	-1	5	1	1	0	1	0	2	2	-1	-1	-1	101
100107123	10010712	10	110	-1	2	4	1	10	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	3	0	4	-1	-1	-1	101
100107124	10010712	10	110	110	2	4	2	11	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	3	4	0	-1	-1	-1	101
100107131	10010713	10	110	110	1	3	1	59	2	-1	2	-1	-1	4	-1	5	1	1	1	0	1	2	-1	-1	-1	-1	101
100107132	10010713	10	110	-1	1	3	2	52	2	-1	2	-1	-1	4	-1	5	1	1	0	1	0	2	-1	-1	-1	-1	101
100107133	10010713	10	110	-1	1	3	2	20	1	2	2	-1	-1	4	-1	5	1	1	3	3	3	0	-1	-1	-1	-1	101
100107221	10010722	10	110	-1	2	5	2	43	2	-1	3	-1	1	4	-1	5	1	1	1	0	1	2	2	2	-1	-1	101
100107222	10010722	10	110	-1	2	5	1	39	2	-1	2	-1	-1	4	-1	5	1	1	0	1	0	2	2	2	-1	-1	101
100107223	10010722	10	110	110	2	5	2	5	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	3	0	4	4	-1	-1	101
100107224	10010722	10	110	-1	2	5	2	3	-1	-1	3	-1	-1	4	-1	5	1	1	3	3	3	4	0	4	-1	-1	101
100107225	10010722	10	110	-1	2	5	2	2	-1	-1	3	-1	-1	4	-1	5	1	1	3	3	3	4	4	0	-1	-1	101
100107251	10010725	10	110	110	1	5	1	44	1	1	3	-1	1	1	-1	1	1	1	0	0	1	2	2	2	-1	-1	101
100107252	10010725	10	110	-1	1	5	2	31	1	1	3	-1	1	1	-1	1	1	1	1	1	0	2	2	2	-1	-1	101
100107253	10010725	10	110	110	1	5	1	8	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	3	0	4	4	-1	-1	101
100107254	10010725	10	110	-1	1	5	1	6	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	3	4	0	4	-1	-1	101
100107255	10010725	10	110	-1	1	5	1	4	-1	-1	3	-1	-1	1	-1	1	1	1	3	3	3	4	4	0	-1	-1	101
100107281	10010728	10	110	110	1	2	1	73	2	-1	3	-1	1	4	-1	5	1	1	0	0	1	-1	-1	-1	-1	-1	101
100107282	10010728	10	110	-1	1	2	2	71	2	-1	3	-1	1	4	-1	5	1	1	1	1	0	-1	-1	-1	-1	-1	101
100108101	10010810	10	110	110	1	1	2	30	1	-1	2	-1	-1	5	-1	6	1	1	0	0	-1	-1	-1	-1	-1	-1	101
100109011	10010901	10	110	110	1	1	1	35	1	-1	3	-1	1	1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	101
100109021	10010902	10	110	110	1	2	2	66	2	-1	3	-1	1	1	-1	1	1	1	1	0	1	-1	-1	-1	-1	-1	101
100109022	10010902	10	110	-1	1	2	1	67	2	-1	2	-1	-1	1	-1	1	1	1	0	1	0	-1	-1	-1	-1	-1	101
100109091	10010909	10	110	110	1	2	1	47	2	-1	2	-1	-1	4	-1	5	3	2	0	0	1	-1	-1	-1	-1	-1	101
100109092	10010909	10	110	-1	1	2	2	45	2	-1	2	-1	-1	4	-1	5	3	2	1	1	0	-1	-1	-1	-1	-1	101
100109101	10010910	10	110	110	1	4	2	43	5	2	2	-1	-1	4	-1	5	3	2	0	0	2	2	2	-1	-1	-1	101
100109102	10010910	10	110	-1	1	4	1	20	1	2	2	-1	-1	4	-1	5	3	2	3	3	0	4	4	-1	-1	-1	101
100109103	10010910	10	110	-1	1	4	1	17	1	2	1	2	2	4	-1	5	3	2	3	3	4	0	4	-1	-1	-1	101
100109104	10010910	10	110	110	1	4	2	10	-1	-1	1	-1	-1	4	-1	5	3	2	3	3	4	4	0	-1	-1	-1	101
100109161	10010916	10	110	-1	2	7	2	41	1	1	3	-1	2	4	-1	5	1	1	0	0	1	2	2	2	2	2	101
100109162	10010916	10	110	-1	2	7	1	52	4	1	3	-1	1	4	-1	5	1	1	1	1	0	2	2	2	2	2	101
100109163	10010916	10	110	-1	2	7	1	17	1	2	1	2	2	4	-1	5	1	1	3	3	3	0	4	4	4	4	101
100109164	10010916	10	110	-1	2	7	1	14	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	3	4	0	4	4	4	101
100109165	10010916	10	110	-1	2	7	1	12	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	3	4	4	0	4	4	101
100109166	10010916	10	110	-1	2	7	2	9	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	3	4	4	4	0	4	101
100109167	10010916	10	110	110	2	7	2	4	-1	-1	3	-1	-1	4	-1	5	1	1	3	3	3	4	4	4	4	0	101
100109211	10010921	10	110	-1	2	3	2	46	2	-1	2	-1	-1	5	-1	6	1	1	1	0	1	2	-1	-1	-1	-1	101
100109212	10010921	10	110	-1	2	3	1	41	2	-1	2	-1	-1	5	-1	6	1	1	0	1	0	2	-1	-1	-1	-1	101
100109213	10010921	10	110	110	2	3	1	15	-1	-1	1	-1	-1	5	-1	6	1	1	3	3	3	0	-1	-1	-1	-1	101
100109221	10010922	10	110	-1	2	4	1	48	2	-1	2	-1	-1	4	-1	5	3	2	0	0	1	2	2	-1	-1	-1	101
100109222	10010922	10	110	-1	2	4	2	40	2	-1	2	-1	-1	4	-1	5	1	1	1	1	0	2	2	-1	-1	-1	101
100109223	10010922	10	110	-1	2	4	2	4	-1	-1	3	-1	-1	4	-1	5	2	2	3	3	3	0	4	-1	-1	-1	101
100109224	10010922	10	110	110	2	4	1	1	-1	-1	3	-1	-1	4	-1	5	3	2	3	3	3	4	0	-1	-1	-1	101
100109251	10010925	10	110	110	1	2	2	44	1	1	3	-1	1	5	-1	6	1	1	0	0	1	-1	-1	-1	-1	-1	101
100109252	10010925	10	110	-1	1	2	1	38	1	1	3	-1	1	5	-1	6	1	1	1	1	0	-1	-1	-1	-1	-1	101
100109271	10010927	10	110	-1	2	3	1	54	1	2	3	-1	1	4	-1	5	1	1	0	0	2	2	-1	-1	-1	-1	101
100109272	10010927	10	110	110	2	3	1	10	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	0	4	-1	-1	-1	-1	101
100109273	10010927	10	110	-1	2	3	1	8	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	4	0	-1	-1	-1	-1	101
100109281	10010928	10	110	110	1	2	2	41	1	2	2	-1	-1	4	-1	5	3	2	0	0	2	-1	-1	-1	-1	-1	101
