surveyyr	country	Outcome	IOut	ScrType	pgrid	adnum1	ChNum	DMHSize	Sex	age	MarSt2	LiveW2	WrkStat	PTWork	EverWk	natidgby5	natidniy5	natiduky5	EthGrpGB	EthGrpNI	EthGrpUK	RelHRP	Rel01	Rel02	Rel03	Rel04	Rel05	Rel06	Rel07	Rel08	Rel09	Rel10	area	addnum	serialh	serialp	seriali
5	101	110	-1	2	2	-1	3	4	1	55	2	-1	2	-1	-1	1	-1	1	1	-1	1	0	1	0	4	4	-1	-1	-1	-1	-1	-1	51010	17	5101017	510101702	-1
5	101	110	110	2	3	-1	3	4	1	16	1	2	1	2	2	1	-1	1	1	-1	1	9	9	9	0	14	-1	-1	-1	-1	-1	-1	51010	17	5101017	510101703	51010172
5	101	110	-1	2	4	-1	3	4	2	20	1	2	2	-1	-1	1	-1	1	1	-1	1	9	9	9	14	0	-1	-1	-1	-1	-1	-1	51010	17	5101017	510101704	-1
5	101	110	110	1	1	1	-1	5	2	26	1	2	2	-1	-1	2	-1	2	1	-1	1	0	0	23	23	23	23	-1	-1	-1	-1	-1	51010	18	5101018	510101801	51010181
5	101	110	-1	1	2	1	-1	5	2	24	1	2	2	-1	-1	6	-1	6	4	-1	4	23	23	0	23	23	23	-1	-1	-1	-1	-1	51010	18	5101018	510101802	-1
5	101	110	-1	1	3	1	-1	5	2	23	1	2	2	-1	-1	2	-1	2	1	-1	1	23	23	23	0	23	23	-1	-1	-1	-1	-1	51010	18	5101018	510101803	-1
5	101	110	-1	1	4	1	-1	5	2	24	1	2	2	-1	-1	5	-1	5	1	-1	1	23	23	23	23	0	23	-1	-1	-1	-1	-1	51010	18	5101018	510101804	-1
5	101	110	-1	1	5	1	-1	5	2	29	1	2	2	-1	-1	3	-1	3	1	-1	1	23	23	23	23	23	0	-1	-1	-1	-1	-1	51010	18	5101018	510101805	-1
5	101	110	110	1	1	1	3	4	2	35	2	-1	3	-1	1	6	-1	6	2	-1	2	1	0	1	4	4	-1	-1	-1	-1	-1	-1	51010	19	5101019	510101901	51010191
5	101	110	-1	1	2	1	3	4	1	35	2	-1	2	-1	-1	1	-1	1	1	-1	1	0	1	0	4	4	-1	-1	-1	-1	-1	-1	51010	19	5101019	510101902	-1
5	101	110	110	1	3	1	3	4	1	11	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	9	0	14	-1	-1	-1	-1	-1	-1	51010	19	5101019	510101903	51010192
5	101	110	-1	1	4	1	3	4	1	7	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	9	14	0	-1	-1	-1	-1	-1	-1	51010	19	5101019	510101904	-1
5	101	110	-1	2	1	-1	4	5	2	38	2	-1	3	-1	1	1	-1	1	1	-1	1	1	0	1	4	4	14	-1	-1	-1	-1	-1	51010	20	5101020	510102001	-1
5	101	110	-1	2	2	-1	4	5	1	39	2	-1	2	-1	-1	6	-1	6	4	-1	4	0	1	0	4	4	4	-1	-1	-1	-1	-1	51010	20	5101020	510102002	-1
5	101	110	-1	2	3	-1	4	5	1	7	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	9	0	14	14	-1	-1	-1	-1	-1	51010	20	5101020	510102003	-1
5	101	110	110	2	4	-1	4	5	1	5	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	9	14	0	14	-1	-1	-1	-1	-1	51010	20	5101020	510102004	51010202
5	101	110	-1	2	5	-1	4	5	1	2	-1	-1	3	-1	-1	1	-1	1	1	-1	1	9	14	9	14	14	0	-1	-1	-1	-1	-1	51010	20	5101020	510102005	-1
5	101	110	-1	2	1	-1	3	3	2	38	2	-1	3	-1	1	1	-1	1	16	-1	16	1	0	1	4	-1	-1	-1	-1	-1	-1	-1	51010	21	5101021	510102101	-1
5	101	110	-1	2	2	-1	3	3	1	43	2	-1	2	-1	-1	1	-1	1	16	-1	16	0	1	0	4	-1	-1	-1	-1	-1	-1	-1	51010	21	5101021	510102102	-1
5	101	110	110	2	3	-1	3	3	2	3	-1	-1	3	-1	-1	1	-1	1	16	-1	16	9	9	9	0	-1	-1	-1	-1	-1	-1	-1	51010	21	5101021	510102103	51010212
5	101	110	-1	2	1	-1	3	4	2	39	2	-1	2	-1	-1	1	-1	1	1	-1	1	1	0	1	4	4	-1	-1	-1	-1	-1	-1	51010	23	5101023	510102301	-1
5	101	110	-1	2	2	-1	3	4	1	45	2	-1	2	-1	-1	1	-1	1	1	-1	1	0	1	0	4	4	-1	-1	-1	-1	-1	-1	51010	23	5101023	510102302	-1
5	101	110	110	2	3	-1	3	4	2	12	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	9	0	14	-1	-1	-1	-1	-1	-1	51010	23	5101023	510102303	51010232
5	101	110	-1	2	4	-1	3	4	1	9	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	9	14	0	-1	-1	-1	-1	-1	-1	51010	23	5101023	510102304	-1
5	101	110	-1	2	1	-1	4	4	2	44	4	2	3	-1	1	5	-1	5	8	-1	8	0	0	4	4	4	-1	-1	-1	-1	-1	-1	51010	26	5101026	510102601	-1
5	101	110	-1	2	2	-1	4	4	1	16	1	2	1	2	2	5	-1	5	8	-1	8	9	9	0	14	14	-1	-1	-1	-1	-1	-1	51010	26	5101026	510102602	-1
5	101	110	-1	2	3	-1	4	4	2	13	-1	-1	1	-1	-1	5	-1	5	8	-1	8	9	9	14	0	14	-1	-1	-1	-1	-1	-1	51010	26	5101026	510102603	-1
5	101	110	110	2	4	-1	4	4	2	4	-1	-1	3	-1	-1	5	-1	5	8	-1	8	9	9	14	14	0	-1	-1	-1	-1	-1	-1	51010	26	5101026	510102604	51010262
5	101	110	110	1	1	1	2	2	2	52	5	2	2	-1	-1	1	-1	1	1	-1	1	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	51011	1	5101101	510110101	51011011
5	101	110	110	1	2	1	2	2	2	17	1	2	1	2	2	1	-1	1	1	-1	1	9	9	0	-1	-1	-1	-1	-1	-1	-1	-1	51011	1	5101101	510110102	51011012
5	101	110	110	1	1	1	-1	1	1	65	5	-1	3	-1	1	1	-1	1	1	-1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	51011	7	5101107	510110701	51011071
5	101	110	-1	2	1	-1	3	4	2	40	2	-1	2	-1	-1	1	-1	1	1	-1	1	1	0	1	4	4	-1	-1	-1	-1	-1	-1	51011	8	5101108	510110801	-1
5	101	110	-1	2	2	-1	3	4	1	40	2	-1	2	-1	-1	1	-1	1	1	-1	1	0	1	0	4	4	-1	-1	-1	-1	-1	-1	51011	8	5101108	510110802	-1
5	101	110	110	2	3	-1	3	4	1	9	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	9	0	14	-1	-1	-1	-1	-1	-1	51011	8	5101108	510110803	51011082
5	101	110	-1	2	4	-1	3	4	2	13	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	9	14	0	-1	-1	-1	-1	-1	-1	51011	8	5101108	510110804	-1
5	101	110	110	1	1	1	-1	2	1	66	2	-1	3	-1	1	1	-1	1	1	-1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	-1	51011	10	5101110	510111001	51011101
5	101	110	-1	1	2	1	-1	2	2	65	2	-1	3	-1	1	1	-1	1	1	-1	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	51011	10	5101110	510111002	-1
5	101	110	-1	2	1	-1	3	3	2	41	2	-1	2	-1	-1	6	-1	6	12	-1	12	0	0	1	4	-1	-1	-1	-1	-1	-1	-1	51011	13	5101113	510111301	-1
5	101	110	-1	2	2	-1	3	3	1	38	2	-1	2	-1	-1	6	-1	6	18	-1	18	1	1	0	4	-1	-1	-1	-1	-1	-1	-1	51011	13	5101113	510111302	-1
5	101	110	110	2	3	-1	3	3	1	7	-1	-1	1	-1	-1	5	-1	5	1	-1	1	9	9	9	0	-1	-1	-1	-1	-1	-1	-1	51011	13	5101113	510111303	51011132
5	101	110	110	1	1	1	-1	2	2	29	1	1	2	-1	-1	1	-1	1	1	-1	1	3	0	3	-1	-1	-1	-1	-1	-1	-1	-1	51011	16	5101116	510111601	51011161
5	101	110	-1	1	2	1	-1	2	1	30	1	1	2	-1	-1	1	-1	1	1	-1	1	0	3	0	-1	-1	-1	-1	-1	-1	-1	-1	51011	16	5101116	510111602	-1
5	101	110	110	1	1	1	-1	1	2	65	6	-1	3	-1	1	1	-1	1	1	-1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	51011	18	5101118	510111801	51011181
5	101	110	110	1	1	1	-1	2	1	62	2	-1	3	-1	1	1	-1	1	1	-1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	-1	51011	19	5101119	510111901	51011191
5	101	110	-1	1	2	1	-1	2	2	64	2	-1	3	-1	1	1	-1	1	1	-1	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	51011	19	5101119	510111902	-1
5	101	110	-1	2	1	-1	2	2	2	42	1	2	2	-1	-1	1	-1	1	1	-1	1	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	51011	20	5101120	510112001	-1
5	101	110	110	2	2	-1	2	2	1	4	-1	-1	3	-1	-1	1	-1	1	1	-1	1	9	9	0	-1	-1	-1	-1	-1	-1	-1	-1	51011	20	5101120	510112002	51011202
5	101	110	-1	2	1	-1	4	4	2	43	5	1	2	-1	-1	5	-1	5	1	-1	1	0	0	3	4	4	-1	-1	-1	-1	-1	-1	51011	25	5101125	510112501	-1
5	101	110	-1	2	2	-1	4	4	1	65	5	1	2	-1	-1	5	-1	5	1	-1	1	3	3	0	23	23	-1	-1	-1	-1	-1	-1	51011	25	5101125	510112502	-1
5	101	110	-1	2	3	-1	4	4	1	20	1	2	2	-1	-1	5	-1	5	1	-1	1	9	9	23	0	14	-1	-1	-1	-1	-1	-1	51011	25	5101125	510112503	-1
5	101	110	110	2	4	-1	4	4	1	14	-1	-1	1	-1	-1	5	-1	5	1	-1	1	9	9	23	14	0	-1	-1	-1	-1	-1	-1	51011	25	5101125	510112504	51011252
5	101	110	-1	2	1	-1	3	3	2	46	5	2	3	-1	1	1	-1	1	1	-1	1	0	0	4	4	-1	-1	-1	-1	-1	-1	-1	51011	27	5101127	510112701	-1
5	101	110	-1	2	2	-1	3	3	1	17	1	2	1	2	2	1	-1	1	1	-1	1	9	9	0	14	-1	-1	-1	-1	-1	-1	-1	51011	27	5101127	510112702	-1
5	101	110	110	2	3	-1	3	3	1	18	1	2	1	2	2	1	-1	1	1	-1	1	9	9	14	0	-1	-1	-1	-1	-1	-1	-1	51011	27	5101127	510112703	51011272
5	101	110	-1	1	1	3	4	4	2	64	2	-1	2	-1	-1	5	-1	5	1	-1	1	0	0	1	23	23	-1	-1	-1	-1	-1	-1	51101	1	5110101	511010101	-1
5	101	110	-1	1	2	3	4	4	1	70	2	-1	3	-1	1	5	-1	5	1	-1	1	1	1	0	23	23	-1	-1	-1	-1	-1	-1	51101	1	5110101	511010102	-1
5	101	110	110	1	3	3	4	4	2	24	1	2	1	1	-1	5	-1	5	1	-1	1	23	23	23	0	23	-1	-1	-1	-1	-1	-1	51101	1	5110101	511010103	51101011
5	101	110	110	1	4	3	4	4	2	17	1	2	3	-1	2	1	-1	1	1	-1	1	23	23	23	23	0	-1	-1	-1	-1	-1	-1	51101	1	5110101	511010104	51101012
5	101	110	110	1	1	1	-1	2	1	68	2	-1	3	-1	1	1	-1	1	1	-1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	-1	51101	4	5110104	511010401	51101041
5	101	110	-1	1	2	1	-1	2	2	67	2	-1	2	-1	-1	1	-1	1	1	-1	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	51101	4	5110104	511010402	-1
5	101	110	-1	2	1	-1	2	3	2	29	1	2	3	-1	1	1	-1	1	1	-1	1	0	0	4	4	-1	-1	-1	-1	-1	-1	-1	51101	15	5110115	511011501	-1
5	101	110	110	2	2	-1	2	3	2	4	-1	-1	3	-1	-1	1	-1	1	1	-1	1	9	9	0	14	-1	-1	-1	-1	-1	-1	-1	51101	15	5110115	511011502	51101152
5	101	110	-1	2	3	-1	2	3	2	0	-1	-1	3	-1	-1	1	-1	1	1	-1	1	9	9	14	0	-1	-1	-1	-1	-1	-1	-1	51101	15	5110115	511011503	-1
5	101	110	-1	2	1	-1	3	3	2	46	2	-1	2	-1	-1	1	-1	1	1	-1	1	0	0	1	4	-1	-1	-1	-1	-1	-1	-1	51102	3	5110203	511020301	-1
5	101	110	-1	2	2	-1	3	3	1	42	2	-1	2	-1	-1	1	-1	1	1	-1	1	1	1	0	4	-1	-1	-1	-1	-1	-1	-1	51102	3	5110203	511020302	-1
5	101	110	110	2	3	-1	3	3	1	16	1	2	2	-1	-1	1	-1	1	1	-1	1	9	9	9	0	-1	-1	-1	-1	-1	-1	-1	51102	3	5110203	511020303	51102032
5	101	110	110	1	1	1	-1	2	1	64	2	-1	2	-1	-1	1	-1	1	1	-1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	-1	51102	7	5110207	511020701	51102071
5	101	110	-1	1	2	1	-1	2	2	58	2	-1	3	-1	1	1	-1	1	1	-1	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	51102	7	5110207	511020702	-1
5	101	110	110	1	1	1	-1	2	1	73	2	-1	3	-1	1	1	-1	1	1	-1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	-1	51102	18	5110218	511021801	51102181
5	101	110	-1	1	2	1	-1	2	2	61	2	-1	3	-1	1	1	-1	1	1	-1	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	51102	18	5110218	511021802	-1
5	101	110	110	1	1	1	-1	1	1	39	1	-1	2	-1	-1	1	-1	1	1	-1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	51102	24	5110224	511022401	51102241
5	101	110	110	1	1	1	4	4	1	48	2	-1	2	-1	-1	1	-1	1	1	-1	1	0	0	1	4	4	-1	-1	-1	-1	-1	-1	51102	27	5110227	511022701	51102271
5	101	110	-1	1	2	1	4	4	2	41	2	-1	1	1	-1	1	-1	1	1	-1	1	1	1	0	4	4	-1	-1	-1	-1	-1	-1	51102	27	5110227	511022702	-1
5	101	110	-1	1	3	1	4	4	2	10	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	9	0	14	-1	-1	-1	-1	-1	-1	51102	27	5110227	511022703	-1
5	101	110	110	1	4	1	4	4	2	7	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	9	14	0	-1	-1	-1	-1	-1	-1	51102	27	5110227	511022704	51102272
5	101	110	110	1	1	1	-1	1	1	62	6	-1	2	-1	-1	5	-1	5	13	-1	13	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	51103	1	5110301	511030101	51103011
5	101	110	110	1	1	1	4	5	2	64	4	2	3	-1	1	6	-1	6	13	-1	13	20	0	20	8	20	20	-1	-1	-1	-1	-1	51103	4	5110304	511030401	51103041
5	101	110	-1	1	2	1	4	5	2	23	2	-1	2	-1	-1	6	-1	6	13	-1	13	0	21	0	1	4	4	-1	-1	-1	-1	-1	51103	4	5110304	511030402	-1
5	101	110	-1	1	3	1	4	5	1	29	2	-1	2	-1	-1	5	-1	5	13	-1	13	1	13	1	0	4	4	-1	-1	-1	-1	-1	51103	4	5110304	511030403	-1
5	101	110	110	1	4	1	4	5	1	2	-1	-1	3	-1	-1	5	-1	5	13	-1	13	9	21	9	9	0	14	-1	-1	-1	-1	-1	51103	4	5110304	511030404	51103042
5	101	110	-1	1	5	1	4	5	2	0	-1	-1	3	-1	-1	5	-1	5	13	-1	13	9	21	9	9	14	0	-1	-1	-1	-1	-1	51103	4	5110304	511030405	-1
5	101	110	-1	2	1	-1	3	3	2	29	1	1	3	-1	1	1	-1	1	1	-1	1	0	0	3	4	-1	-1	-1	-1	-1	-1	-1	51103	5	5110305	511030501	-1
5	101	110	-1	2	2	-1	3	3	1	42	1	1	2	-1	-1	1	-1	1	1	-1	1	3	3	0	7	-1	-1	-1	-1	-1	-1	-1	51103	5	5110305	511030502	-1
5	101	110	110	2	3	-1	3	3	1	9	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	12	0	-1	-1	-1	-1	-1	-1	-1	51103	5	5110305	511030503	51103052
5	101	110	-1	2	1	-1	3	3	2	36	2	-1	2	-1	-1	6	-1	6	4	-1	4	1	0	1	4	-1	-1	-1	-1	-1	-1	-1	51103	6	5110306	511030601	-1
5	101	110	-1	2	2	-1	3	3	1	36	2	-1	2	-1	-1	6	-1	6	4	-1	4	0	1	0	4	-1	-1	-1	-1	-1	-1	-1	51103	6	5110306	511030602	-1
5	101	110	110	2	3	-1	3	3	1	2	-1	-1	3	-1	-1	6	-1	6	4	-1	4	9	9	9	0	-1	-1	-1	-1	-1	-1	-1	51103	6	5110306	511030603	51103062
5	101	110	110	1	1	1	-1	1	1	57	4	-1	3	-1	1	1	-1	1	1	-1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	51103	7	5110307	511030701	51103071
5	101	110	110	1	1	1	3	4	2	38	5	2	2	-1	-1	1	-1	1	1	-1	1	0	0	4	4	4	-1	-1	-1	-1	-1	-1	51103	10	5110310	511031001	51103101
5	101	110	-1	1	2	1	3	4	1	16	1	2	1	2	2	1	-1	1	1	-1	1	9	9	0	14	14	-1	-1	-1	-1	-1	-1	51103	10	5110310	511031002	-1
5	101	110	110	1	3	1	3	4	2	13	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	14	0	14	-1	-1	-1	-1	-1	-1	51103	10	5110310	511031003	51103102
5	101	110	-1	1	4	1	3	4	1	11	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	14	14	0	-1	-1	-1	-1	-1	-1	51103	10	5110310	511031004	-1
5	101	110	-1	2	1	-1	3	3	2	50	2	-1	2	-1	-1	1	-1	1	1	-1	1	0	0	1	4	-1	-1	-1	-1	-1	-1	-1	51103	13	5110313	511031301	-1
5	101	110	-1	2	2	-1	3	3	1	50	2	-1	2	-1	-1	1	-1	1	1	-1	1	1	1	0	4	-1	-1	-1	-1	-1	-1	-1	51103	13	5110313	511031302	-1
5	101	110	110	2	3	-1	3	3	1	15	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	9	0	-1	-1	-1	-1	-1	-1	-1	51103	13	5110313	511031303	51103132
5	101	110	110	1	1	1	-1	2	2	31	2	-1	2	-1	-1	5	-1	5	1	-1	1	1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	51103	16	5110316	511031601	51103161
5	101	110	-1	1	2	1	-1	2	1	31	2	-1	2	-1	-1	1	-1	1	1	-1	1	0	1	0	-1	-1	-1	-1	-1	-1	-1	-1	51103	16	5110316	511031602	-1
5	101	110	110	1	1	1	-1	2	2	64	1	2	3	-1	1	5	-1	5	1	-1	1	4	0	4	-1	-1	-1	-1	-1	-1	-1	-1	51103	19	5110319	511031901	51103191
5	101	110	-1	1	2	1	-1	2	2	35	1	2	3	-1	2	5	-1	5	1	-1	1	0	9	0	-1	-1	-1	-1	-1	-1	-1	-1	51103	19	5110319	511031902	-1
5	101	110	110	1	1	1	-1	2	1	48	2	-1	2	-1	-1	1	-1	1	1	-1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	-1	51103	24	5110324	511032401	51103241
5	101	110	-1	1	2	1	-1	2	2	45	2	-1	2	-1	-1	1	-1	1	1	-1	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	51103	24	5110324	511032402	-1
5	101	110	-1	2	1	-1	3	3	2	29	1	2	3	-1	1	1	-1	1	1	-1	1	0	0	4	4	-1	-1	-1	-1	-1	-1	-1	51103	25	5110325	511032501	-1
5	101	110	-1	2	2	-1	3	3	1	9	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	0	14	-1	-1	-1	-1	-1	-1	-1	51103	25	5110325	511032502	-1
5	101	110	110	2	3	-1	3	3	1	4	-1	-1	3	-1	-1	1	-1	1	1	-1	1	9	9	14	0	-1	-1	-1	-1	-1	-1	-1	51103	25	5110325	511032503	51103252
5	101	110	110	1	1	1	2	3	2	47	5	2	2	-1	-1	1	-1	1	1	-1	1	0	0	4	4	-1	-1	-1	-1	-1	-1	-1	51103	27	5110327	511032701	51103271
5	101	110	110	1	2	1	2	3	1	11	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	0	14	-1	-1	-1	-1	-1	-1	-1	51103	27	5110327	511032702	51103272
5	101	110	-1	1	3	1	2	3	1	11	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	14	0	-1	-1	-1	-1	-1	-1	-1	51103	27	5110327	511032703	-1
5	101	110	110	1	1	1	-1	3	1	76	2	-1	3	-1	1	1	-1	1	1	-1	1	0	0	1	4	-1	-1	-1	-1	-1	-1	-1	51104	1	5110401	511040101	51104011
5	101	110	-1	1	2	1	-1	3	2	72	2	-1	3	-1	1	5	-1	5	1	-1	1	1	1	0	4	-1	-1	-1	-1	-1	-1	-1	51104	1	5110401	511040102	-1
5	101	110	-1	1	3	1	-1	3	1	32	1	2	2	-1	-1	1	-1	1	1	-1	1	9	9	9	0	-1	-1	-1	-1	-1	-1	-1	51104	1	5110401	511040103	-1
5	101	110	-1	2	1	-1	3	4	2	41	2	-1	2	-1	-1	1	-1	1	1	-1	1	1	0	1	4	4	-1	-1	-1	-1	-1	-1	51104	2	5110402	511040201	-1
5	101	110	-1	2	2	-1	3	4	1	45	2	-1	2	-1	-1	1	-1	1	1	-1	1	0	1	0	4	4	-1	-1	-1	-1	-1	-1	51104	2	5110402	511040202	-1
5	101	110	110	2	3	-1	3	4	2	5	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	9	0	14	-1	-1	-1	-1	-1	-1	51104	2	5110402	511040203	51104022
5	101	110	-1	2	4	-1	3	4	2	0	-1	-1	3	-1	-1	1	-1	1	1	-1	1	9	9	9	14	0	-1	-1	-1	-1	-1	-1	51104	2	5110402	511040204	-1
5	101	110	110	1	1	1	3	3	1	44	1	1	2	-1	-1	1	-1	1	1	-1	1	3	0	3	4	-1	-1	-1	-1	-1	-1	-1	51104	4	5110404	511040401	51104041
5	101	110	-1	1	2	1	3	3	2	39	1	1	2	-1	-1	1	-1	1	1	-1	1	0	3	0	4	-1	-1	-1	-1	-1	-1	-1	51104	4	5110404	511040402	-1
5	101	110	110	1	3	1	3	3	1	1	-1	-1	3	-1	-1	1	-1	1	1	-1	1	9	9	9	0	-1	-1	-1	-1	-1	-1	-1	51104	4	5110404	511040403	51104042
5	101	110	-1	2	1	-1	3	5	2	45	2	-1	2	-1	-1	1	-1	1	1	-1	1	1	0	1	4	4	4	-1	-1	-1	-1	-1	51104	9	5110409	511040901	-1
5	101	110	-1	2	2	-1	3	5	1	45	2	-1	2	-1	-1	1	-1	1	1	-1	1	0	1	0	4	4	4	-1	-1	-1	-1	-1	51104	9	5110409	511040902	-1
5	101	110	110	2	3	-1	3	5	1	10	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	9	0	14	14	-1	-1	-1	-1	-1	51104	9	5110409	511040903	51104092
5	101	110	-1	2	4	-1	3	5	1	6	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	9	14	0	14	-1	-1	-1	-1	-1	51104	9	5110409	511040904	-1
5	101	110	-1	2	5	-1	3	5	1	3	-1	-1	3	-1	-1	1	-1	1	1	-1	1	9	9	9	14	14	0	-1	-1	-1	-1	-1	51104	9	5110409	511040905	-1
5	101	110	110	1	1	1	-1	2	1	71	6	2	3	-1	1	5	-1	5	9	-1	9	0	0	9	-1	-1	-1	-1	-1	-1	-1	-1	51104	16	5110416	511041601	51104161
5	101	110	-1	1	2	1	-1	2	2	87	6	2	3	-1	2	5	-1	5	9	-1	9	4	4	0	-1	-1	-1	-1	-1	-1	-1	-1	51104	16	5110416	511041602	-1
5	101	110	110	1	1	1	3	3	2	41	4	2	3	-1	1	5	-1	5	1	-1	1	0	0	4	4	-1	-1	-1	-1	-1	-1	-1	51104	18	5110418	511041801	51104181
5	101	110	-1	1	2	1	3	3	1	5	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	0	14	-1	-1	-1	-1	-1	-1	-1	51104	18	5110418	511041802	-1
5	101	110	110	1	3	1	3	3	2	7	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	14	0	-1	-1	-1	-1	-1	-1	-1	51104	18	5110418	511041803	51104182
5	101	110	-1	2	1	-1	3	4	2	39	2	-1	2	-1	-1	1	-1	1	1	-1	1	1	0	1	4	4	-1	-1	-1	-1	-1	-1	51104	21	5110421	511042101	-1
5	101	110	-1	2	2	-1	3	4	1	41	2	-1	2	-1	-1	1	-1	1	1	-1	1	0	1	0	4	4	-1	-1	-1	-1	-1	-1	51104	21	5110421	511042102	-1
5	101	110	110	2	3	-1	3	4	1	6	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	9	0	14	-1	-1	-1	-1	-1	-1	51104	21	5110421	511042103	51104212
5	101	110	-1	2	4	-1	3	4	1	3	-1	-1	3	-1	-1	1	-1	1	1	-1	1	9	9	9	14	0	-1	-1	-1	-1	-1	-1	51104	21	5110421	511042104	-1
5	101	110	-1	1	1	2	4	4	2	45	2	-1	2	-1	-1	3	-1	3	1	-1	1	1	0	1	4	4	-1	-1	-1	-1	-1	-1	51104	24	5110424	511042401	-1
5	101	110	110	1	2	2	4	4	1	49	2	-1	2	-1	-1	1	-1	1	1	-1	1	0	1	0	4	4	-1	-1	-1	-1	-1	-1	51104	24	5110424	511042402	51104241
5	101	110	-1	1	3	2	4	4	1	14	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	9	0	14	-1	-1	-1	-1	-1	-1	51104	24	5110424	511042403	-1
5	101	110	110	1	4	2	4	4	2	10	-1	-1	1	-1	-1	1	-1	1	1	-1	1	9	9	9	14	0	-1	-1	-1	-1	-1	-1	51104	24	5110424	511042404	51104242
5	301	110	-1	2	1	-1	3	4	1	49	2	-1	2	-1	-1	2	-1	2	1	-1	1	0	0	1	4	4	-1	-1	-1	-1	-1	-1	51105	8	5110508	511050801	-1
5	301	110	-1	2	2	-1	3	4	2	47	2	-1	2	-1	-1	2	-1	2	1	-1	1	1	1	0	4	4	-1	-1	-1	-1	-1	-1	51105	8	5110508	511050802	-1
5	301	110	110	2	3	-1	3	4	2	18	1	2	3	-1	1	2	-1	2	1	-1	1	9	9	9	0	14	-1	-1	-1	-1	-1	-1	51105	8	5110508	511050803	51105082
5	301	110	-1	2	4	-1	3	4	1	15	-1	-1	1	-1	-1	2	-1	2	1	-1	1	9	9	9	14	0	-1	-1	-1	-1	-1	-1	51105	8	5110508	511050804	-1
5	301	110	110	1	1	1	-1	1	2	64	5	-1	2	-1	-1	5	-1	5	1	-1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	51105	10	5110510	511051001	51105101
5	301	110	110	1	1	1	-1	2	1	53	2	-1	2	-1	-1	2	-1	2	1	-1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	-1	51105	14	5110514	511051401	51105141
5	301	110	-1	1	2	1	-1	2	2	55	2	-1	2	-1	-1	2	-1	2	1	-1	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	51105	14	5110514	511051402	-1
5	301	110	110	1	1	1	3	4	2	39	2	-1	2	-1	-1	2	-1	2	1	-1	1	1	0	1	4	4	-1	-1	-1	-1	-1	-1	51105	16	5110516	511051601	51105161
5	301	110	-1	1	2	1	3	4	1	38	2	-1	2	-1	-1	2	-1	2	1	-1	1	0	1	0	4	4	-1	-1	-1	-1	-1	-1	51105	16	5110516	511051602	-1
5	301	110	110	1	3	1	3	4	2	14	-1	-1	1	-1	-1	2	-1	2	1	-1	1	9	9	9	0	14	-1	-1	-1	-1	-1	-1	51105	16	5110516	511051603	51105162
